species,lma,wsg,height,at,count,dbh.gr,ba.gr
Eugenia galalonensis,63.8,0.636,16.1,40,2040,3.68941376410066,303.687152562154
Eugenia galalonensis,63.8,0.636,16.1,50,1286,3.74087743989888,379.514963925117
Eugenia galalonensis,63.8,0.636,16.1,60,888,3.81862015853652,463.377212237065
Eugenia galalonensis,63.8,0.636,16.1,80,450,4.07969483526773,593.116574297445
Eugenia galalonensis,63.8,0.636,16.1,100,268,5.50495216115176,1067.62152870196
Eugenia galalonensis,63.8,0.636,16.1,120,171,6.57556424450416,1323.65587364877
Eugenia nesiotica,53.9,0.732,21.1,10,1384,1.78654891304348,30.3571121865585
Eugenia nesiotica,53.9,0.732,21.1,20,1384,2.2360475244417,101.879054459314
Eugenia nesiotica,53.9,0.732,21.1,30,1045,2.35586101178538,148.13236980132
Eugenia nesiotica,53.9,0.732,21.1,40,758,2.56360366114083,197.413441237948
Eugenia nesiotica,53.9,0.732,21.1,50,547,3.06862274609533,389.003150215585
Eugenia nesiotica,53.9,0.732,21.1,60,451,3.69664918721741,517.049759466006
Eugenia nesiotica,53.9,0.732,21.1,80,329,4.34002240109047,755.688877580199
Eugenia nesiotica,53.9,0.732,21.1,100,290,4.97393531082395,1099.88135544053
Eugenia nesiotica,53.9,0.732,21.1,120,243,5.73847169137982,1365.09103817132
Eugenia oerstediana,54.4,0.656,16.7,10,4472,5.24958540630182,161.270199469848
Eugenia oerstediana,54.4,0.656,16.7,20,4472,5.93638895113632,349.668524670165
Eugenia oerstediana,54.4,0.656,16.7,30,3978,7.08334399346319,591.319324596931
Eugenia oerstediana,54.4,0.656,16.7,40,3381,8.17888683541214,887.514275603063
Eugenia oerstediana,54.4,0.656,16.7,50,2873,8.93491139309667,1210.47559927619
Eugenia oerstediana,54.4,0.656,16.7,60,2540,9.84341371026159,1398.35214506492
Eugenia oerstediana,54.4,0.656,16.7,80,1968,10.895023981022,2165.89186075985
Eugenia oerstediana,54.4,0.656,16.7,100,1570,11.2721716405889,2586.52758545295
Eugenia oerstediana,54.4,0.656,16.7,120,1255,11.9185803069083,3123.08427482716
Faramea occidentalis,63.7,0.609,15.7,10,56065,5.7861589251425,198.207876331774
Faramea occidentalis,63.7,0.609,15.7,20,56065,7.09691142476662,432.244190570989
Faramea occidentalis,63.7,0.609,15.7,30,61263,7.70907514111278,642.036350893403
Faramea occidentalis,63.7,0.609,15.7,40,60156,8.00206032491146,773.470333940865
Faramea occidentalis,63.7,0.609,15.7,50,56340,7.84653982769339,892.728992696527
Faramea occidentalis,63.7,0.609,15.7,60,51261,7.71055248032935,1013.61689508772
Faramea occidentalis,63.7,0.609,15.7,80,40269,7.2038081445334,1150.18765810519
Faramea occidentalis,63.7,0.609,15.7,100,30860,7.47639536324633,1358.07737355865
Faramea occidentalis,63.7,0.609,15.7,120,23203,7.03406907586537,1478.13134609334
Ficus tonduzii,76.3,0.357,11.2,60,55,9.15684336050146,1117.46831990945
Ficus tonduzii,76.3,0.357,11.2,80,72,5.41124624620841,829.608926180376
Ficus tonduzii,76.3,0.357,11.2,100,73,7.71069180294771,1795.6065706439
Ficus tonduzii,76.3,0.357,11.2,120,75,7.74219255556046,2032.45985482774
Garcinia intermedia,102.2,0.654,15.9,10,12975,2.22442688248953,43.0793406476739
Garcinia intermedia,102.2,0.654,15.9,20,12975,3.49907618356025,195.423041037123
Garcinia intermedia,102.2,0.654,15.9,30,10873,4.29773506480867,310.995595749062
Garcinia intermedia,102.2,0.654,15.9,40,8388,5.05993958968386,490.89721759906
Garcinia intermedia,102.2,0.654,15.9,50,6448,5.31476180519493,579.411356913318
Garcinia intermedia,102.2,0.654,15.9,60,4944,5.79473026978414,729.24484564759
Garcinia intermedia,102.2,0.654,15.9,80,3157,6.02274453800493,921.591385176605
Garcinia intermedia,102.2,0.654,15.9,100,2102,5.68742297741585,1088.2676655856
Garcinia intermedia,102.2,0.654,15.9,120,1439,5.47667857985821,1187.47503498068
Garcinia madruno,105.1,0.649,16.4,10,1151,1.30520355349734,19.4038608753327
Garcinia madruno,105.1,0.649,16.4,20,1151,2.2868216613254,109.461349494266
Garcinia madruno,105.1,0.649,16.4,30,957,2.75048868784775,179.497336306321
Garcinia madruno,105.1,0.649,16.4,40,718,3.12001708428246,247.22466801455
Garcinia madruno,105.1,0.649,16.4,50,570,3.54908296468064,328.192125844631
Garcinia madruno,105.1,0.649,16.4,60,408,3.09367563383865,370.580493775585
Garcinia madruno,105.1,0.649,16.4,80,232,3.52980986570388,509.257597749935
Garcinia madruno,105.1,0.649,16.4,100,139,3.64586241663266,608.929109989493
Garcinia madruno,105.1,0.649,16.4,120,99,2.87244932155479,540.341321207248
Guapira standleyana,38,0.511,32.2,10,81,4.949843830107,171.697893617062
Guapira standleyana,38,0.511,32.2,20,81,3.92233192961093,186.440661471427
Guapira standleyana,38,0.511,32.2,30,134,4.08811708065807,318.628787404643
Guapira standleyana,38,0.511,32.2,40,176,4.10369481130076,363.07630028991
Guapira standleyana,38,0.511,32.2,50,220,4.44206375381929,457.054125947926
Guapira standleyana,38,0.511,32.2,60,265,5.04936938287159,718.283016538484
Guapira standleyana,38,0.511,32.2,80,283,6.72657356171348,1230.25694117421
Guapira standleyana,38,0.511,32.2,100,281,7.36788626364437,1577.42905881963
Guapira standleyana,38,0.511,32.2,120,276,9.06455803574853,2355.53918833717
Guarea bullata,76.1,0.668,17.2,10,2437,1.97646103896104,34.1998536951903
Guarea bullata,76.1,0.668,17.2,20,2437,2.86055049322894,134.631089741361
Guarea bullata,76.1,0.668,17.2,30,2251,3.09168676944401,206.587394656928
Guarea bullata,76.1,0.668,17.2,40,1869,3.08169631895703,267.080548148745
Guarea bullata,76.1,0.668,17.2,50,1489,3.19760228821008,306.39763135858
Guarea bullata,76.1,0.668,17.2,60,1254,3.12373485536807,348.553737039952
Guarea bullata,76.1,0.668,17.2,80,943,2.94160835005055,428.805790294528
Guarea bullata,76.1,0.668,17.2,100,713,2.43711430170578,424.172910560507
Guarea bullata,76.1,0.668,17.2,120,513,2.23515576440963,457.742186781282
Guarea guidonia,56.2,0.56,20.2,10,3706,4.5003432844236,111.706400726875
Guarea guidonia,56.2,0.56,20.2,20,3706,5.48285342808842,324.280819536876
Guarea guidonia,56.2,0.56,20.2,30,3436,6.08344149272308,465.444225634192
Guarea guidonia,56.2,0.56,20.2,40,2878,7.24196168582238,744.853296733303
Guarea guidonia,56.2,0.56,20.2,50,2512,7.556712786122,900.736471660784
Guarea guidonia,56.2,0.56,20.2,60,2201,8.44677284013715,1150.94000044485
Guarea guidonia,56.2,0.56,20.2,80,1862,9.02637146971973,1655.63886895965
Guarea guidonia,56.2,0.56,20.2,100,1691,9.39933076831719,2011.92439261902
Guarea guidonia,56.2,0.56,20.2,120,1577,9.22353491977256,2205.71451541589
Guatteria dumetorum,49.9,0.446,34.6,10,1463,6.76388888888889,264.966846132817
Guatteria dumetorum,49.9,0.446,34.6,20,1463,6.23101358492822,367.918690659824
Guatteria dumetorum,49.9,0.446,34.6,30,1768,6.70199263925699,500.873893947197
Guatteria dumetorum,49.9,0.446,34.6,40,1833,6.99668499642136,700.258701509932
Guatteria dumetorum,49.9,0.446,34.6,50,1813,6.98041391609413,767.570510343663
Guatteria dumetorum,49.9,0.446,34.6,60,1753,7.13946258008617,1005.81190277694
Guatteria dumetorum,49.9,0.446,34.6,80,1535,8.06717340185393,1463.19857497927
Guatteria dumetorum,49.9,0.446,34.6,100,1284,9.14672959848744,2295.17531276469
Guatteria dumetorum,49.9,0.446,34.6,120,1047,10.0685176220044,2842.99263970629
Guettarda foliacea,38.5,0.618,10.6,10,431,2.33211292120434,38.7639444257529
Guettarda foliacea,38.5,0.618,10.6,20,431,2.88576300202604,138.222601558829
Guettarda foliacea,38.5,0.618,10.6,30,570,3.5268945766593,228.719053544522
Guettarda foliacea,38.5,0.618,10.6,40,619,3.72533034287633,311.824318727056
Guettarda foliacea,38.5,0.618,10.6,50,622,3.83996582920548,403.951765771699
Guettarda foliacea,38.5,0.618,10.6,60,613,3.95190472476233,479.99288828988
Guettarda foliacea,38.5,0.618,10.6,80,594,3.97023527767278,620.945241687442
Guettarda foliacea,38.5,0.618,10.6,100,503,4.13788341494748,735.057087312458
Guettarda foliacea,38.5,0.618,10.6,120,435,3.68038051754637,748.762625884823
Gustavia superba,44.7,0.612,20.6,10,63,6.41215184173697,257.377830631308
Gustavia superba,44.7,0.612,20.6,20,63,5.10347970955057,275.389762492344
Gustavia superba,44.7,0.612,20.6,30,117,5.4248992171295,398.331007179268
Gustavia superba,44.7,0.612,20.6,40,180,4.47669503136261,390.262725269915
Gustavia superba,44.7,0.612,20.6,50,355,4.44658948825366,464.828536587477
Gustavia superba,44.7,0.612,20.6,60,578,5.8700455838803,681.171557022829
Gustavia superba,44.7,0.612,20.6,80,1184,6.0234464907321,909.706490286348
Gustavia superba,44.7,0.612,20.6,100,1783,5.50875072745022,1041.06183627099
Gustavia superba,44.7,0.612,20.6,120,2193,5.53506948796979,1233.8184105482
Hasseltia floribunda,47.3,0.565,15,10,490,1.6697795928659,28.1190898989593
Hasseltia floribunda,47.3,0.565,15,20,490,2.91182715641178,142.735704086085
Hasseltia floribunda,47.3,0.565,15,30,768,3.98219590326552,327.365213534541
Hasseltia floribunda,47.3,0.565,15,40,911,4.8688828908022,439.808264564873
Hasseltia floribunda,47.3,0.565,15,50,1020,5.40122801361125,599.481142277372
Hasseltia floribunda,47.3,0.565,15,60,1072,6.08608566841003,800.636457424273
Hasseltia floribunda,47.3,0.565,15,80,1141,6.11591372159389,1042.20799651006
Hasseltia floribunda,47.3,0.565,15,100,1133,6.52654116357472,1392.17058598833
Hasseltia floribunda,47.3,0.565,15,120,1056,6.67480840040727,1614.82257174674
Heisteria concinna,101.1,0.719,17.9,10,1489,2.56061554068656,35.8383358262831
Heisteria concinna,101.1,0.719,17.9,20,1489,3.24091928956981,155.119314802628
Heisteria concinna,101.1,0.719,17.9,30,1821,4.01263190885677,281.767543848478
Heisteria concinna,101.1,0.719,17.9,40,1880,4.5195876941561,395.48957839131
Heisteria concinna,101.1,0.719,17.9,50,1775,4.94663398881009,546.194281728121
Heisteria concinna,101.1,0.719,17.9,60,1658,5.27208358353472,682.353044482896
Heisteria concinna,101.1,0.719,17.9,80,1524,5.78997545736738,957.009094779962
Heisteria concinna,101.1,0.719,17.9,100,1469,5.79551288843368,1138.03622347356
Heisteria concinna,101.1,0.719,17.9,120,1395,5.96189039833628,1335.63344903948
Herrania purpurea,37,0.308,8.4,10,1432,3.78706592574516,105.639418315333
Herrania purpurea,37,0.308,8.4,20,1432,3.35180352946216,157.259415597466
Herrania purpurea,37,0.308,8.4,30,1487,2.92392502542106,172.928048263505
Herrania purpurea,37,0.308,8.4,40,1250,2.62299440120609,193.628880199196
Herrania purpurea,37,0.308,8.4,50,1030,2.36096962762266,203.454817885881
Herrania purpurea,37,0.308,8.4,60,813,1.32789044609955,134.454316030353
Herrania purpurea,37,0.308,8.4,80,380,0.671302256132752,99.2126159038252
Herrania purpurea,37,0.308,8.4,100,152,-0.163350806358489,32.8119917237061
Hieronyma alchorneoides,35.2,0.585,34.3,10,76,10.7311799953297,565.993916471079
Hieronyma alchorneoides,35.2,0.585,34.3,20,76,6.61262765092489,374.843896469116
Hieronyma alchorneoides,35.2,0.585,34.3,30,84,6.47152698007655,479.687564903567
Hieronyma alchorneoides,35.2,0.585,34.3,40,95,4.93353444580853,544.336901799449
Hieronyma alchorneoides,35.2,0.585,34.3,50,92,5.93693811824377,722.768402292879
Hieronyma alchorneoides,35.2,0.585,34.3,60,93,7.06491708236772,1058.34239980018
Hieronyma alchorneoides,35.2,0.585,34.3,80,76,9.19797217347901,1506.42581308007
Hieronyma alchorneoides,35.2,0.585,34.3,100,72,10.2030490397192,2221.58293561795
Hieronyma alchorneoides,35.2,0.585,34.3,120,72,11.2284524092992,2737.83147277357
Hirtella triandra,50.9,0.606,22.7,10,10513,3.84205273449207,82.4329537876201
Hirtella triandra,50.9,0.606,22.7,20,10513,5.36635355884733,306.748436971888
Hirtella triandra,50.9,0.606,22.7,30,10034,6.15021639167176,460.315507751498
Hirtella triandra,50.9,0.606,22.7,40,8699,6.66598995421,678.561471625546
Hirtella triandra,50.9,0.606,22.7,50,7651,7.0756881085845,813.978864746634
Hirtella triandra,50.9,0.606,22.7,60,6945,7.49829258120163,1027.86762767307
Hirtella triandra,50.9,0.606,22.7,80,5804,7.64307927302811,1392.65645161702
Hirtella triandra,50.9,0.606,22.7,100,4964,8.21557173505448,1700.93054268837
Hirtella triandra,50.9,0.606,22.7,120,4313,8.27094310814458,1960.0588428524
Hura crepitans,27.6,NA,35,80,53,8.08371970182254,1546.67353729526
Hura crepitans,27.6,NA,35,100,71,6.71340579838498,2278.69930459952
Hura crepitans,27.6,NA,35,120,83,10.2834766272,2604.2283534017
Hybanthus prunifolius,43.2,0.58,6.5,10,104839,4.70138924967338,155.799640697379
Hybanthus prunifolius,43.2,0.58,6.5,20,104839,5.23180574240235,275.225331394929
Hybanthus prunifolius,43.2,0.58,6.5,30,82861,4.38743590561381,281.583200759114
Hybanthus prunifolius,43.2,0.58,6.5,40,55485,3.98425364994466,313.44690791293
Hybanthus prunifolius,43.2,0.58,6.5,50,34886,3.17168937560535,289.486969302367
Hybanthus prunifolius,43.2,0.58,6.5,60,21054,3.00522138506192,304.980857132376
Hybanthus prunifolius,43.2,0.58,6.5,80,6669,2.88206045586956,345.316866791963
Hybanthus prunifolius,43.2,0.58,6.5,100,1707,2.59086674081762,362.822779166145
Hybanthus prunifolius,43.2,0.58,6.5,120,365,2.42703498992931,371.883368196984
Inga acuminata,47.7,0.321,13.3,10,831,4.00054764512596,79.6007525878712
Inga acuminata,47.7,0.321,13.3,20,831,6.03580150145616,383.955633910182
Inga acuminata,47.7,0.321,13.3,30,811,7.21503610298072,602.31413528373
Inga acuminata,47.7,0.321,13.3,40,708,8.06073687534781,911.962708214306
Inga acuminata,47.7,0.321,13.3,50,620,8.81506707446131,1101.38688880951
Inga acuminata,47.7,0.321,13.3,60,554,9.42095427280679,1307.93446693205
Inga acuminata,47.7,0.321,13.3,80,439,9.12145339995404,1651.76881569849
Inga acuminata,47.7,0.321,13.3,100,358,9.55746260303235,2012.5841620713
Inga acuminata,47.7,0.321,13.3,120,278,10.0147706811744,2224.38379589065
Inga goldmanii,51.9,0.557,22.8,10,680,3.05597076562564,69.5989772922157
Inga goldmanii,51.9,0.557,22.8,20,680,3.96118340010954,204.560801809041
Inga goldmanii,51.9,0.557,22.8,30,764,6.14354586476304,561.821115651153
Inga goldmanii,51.9,0.557,22.8,40,732,7.10485510610742,759.654630892586
Inga goldmanii,51.9,0.557,22.8,50,662,7.32623635963232,913.667889514822
Inga goldmanii,51.9,0.557,22.8,60,586,7.95176518291948,1200.33410365002
Inga goldmanii,51.9,0.557,22.8,80,453,8.536114905409,1603.60001815405
Inga goldmanii,51.9,0.557,22.8,100,336,9.20320482287531,1871.09451909079
Inga goldmanii,51.9,0.557,22.8,120,260,9.83802094625908,2187.7159772095
Inga marginata,52.2,0.486,24.3,10,693,5.55807999967599,136.535218780967
Inga marginata,52.2,0.486,24.3,20,693,8.09060116195894,606.099751558461
Inga marginata,52.2,0.486,24.3,30,575,11.9527045164156,1230.88449302152
Inga marginata,52.2,0.486,24.3,40,474,17.4626908638503,2795.65750124496
Inga marginata,52.2,0.486,24.3,50,408,16.0113906148382,3190.12205703442
Inga marginata,52.2,0.486,24.3,60,376,18.7760160555475,3957.65652397311
Inga marginata,52.2,0.486,24.3,80,342,24.0996453422047,5672.43468378517
Inga marginata,52.2,0.486,24.3,100,322,25.9884346836348,7056.81127255745
Inga marginata,52.2,0.486,24.3,120,294,27.3490362087739,8248.5068368225
Inga nobilis,60.9,0.645,15.2,10,1135,3.15210355987055,41.4574768915945
Inga nobilis,60.9,0.645,15.2,20,1135,4.10694010866909,208.971933729853
Inga nobilis,60.9,0.645,15.2,30,1463,5.06599614933628,378.691571019595
Inga nobilis,60.9,0.645,15.2,40,1488,6.07416240849221,630.575131443863
Inga nobilis,60.9,0.645,15.2,50,1458,6.39475511722007,753.999578814172
Inga nobilis,60.9,0.645,15.2,60,1387,6.83254038881879,893.05758817267
Inga nobilis,60.9,0.645,15.2,80,1219,7.10044593443242,1149.88343445556
Inga nobilis,60.9,0.645,15.2,100,914,6.67942712175559,1247.04923767535
Inga nobilis,60.9,0.645,15.2,120,697,5.68592820883242,1227.16417722175
Inga sapindoides,51.3,0.612,20.7,10,308,4.26441583571596,99.8857060620728
Inga sapindoides,51.3,0.612,20.7,20,308,5.55850726214718,319.374509526526
Inga sapindoides,51.3,0.612,20.7,30,386,5.85180714872261,450.761539639497
Inga sapindoides,51.3,0.612,20.7,40,395,6.50427173048876,615.59670814371
Inga sapindoides,51.3,0.612,20.7,50,433,6.92862803973231,755.481822898751
Inga sapindoides,51.3,0.612,20.7,60,466,7.5387458162084,1082.80697217874
Inga sapindoides,51.3,0.612,20.7,80,466,8.36652829809232,1510.42609182724
Inga sapindoides,51.3,0.612,20.7,100,428,8.92179916206919,1868.50703233346
Inga sapindoides,51.3,0.612,20.7,120,388,9.76963527271078,2276.73963031983
Inga umbellifera,56.7,0.665,12.7,10,1870,3.50434976820523,82.1631241516541
Inga umbellifera,56.7,0.665,12.7,20,1870,4.47249451255962,232.791642125088
Inga umbellifera,56.7,0.665,12.7,30,2169,5.36025234269534,391.085568276743
Inga umbellifera,56.7,0.665,12.7,40,2075,5.60868945253386,501.266426320557
Inga umbellifera,56.7,0.665,12.7,50,1793,5.82832773613618,605.488856077666
Inga umbellifera,56.7,0.665,12.7,60,1528,5.5612262507691,710.634796547484
Inga umbellifera,56.7,0.665,12.7,80,1110,5.83241015539564,898.273292905705
Inga umbellifera,56.7,0.665,12.7,100,715,5.839152131771,1048.14565846672
Inga umbellifera,56.7,0.665,12.7,120,418,5.40205265161988,1036.81454428834
Jacaranda copaia,48.1,0.374,31.8,30,53,14.1859241108454,1582.67407246119
Jacaranda copaia,48.1,0.374,31.8,40,82,13.767883230459,1807.71221471687
Jacaranda copaia,48.1,0.374,31.8,50,98,16.2324011179418,2248.2173686592
Jacaranda copaia,48.1,0.374,31.8,60,115,15.6968808537946,2485.04782459277
Jacaranda copaia,48.1,0.374,31.8,80,170,15.2681886133223,3181.3257619212
Jacaranda copaia,48.1,0.374,31.8,100,221,17.061536072878,4311.00218559998
Jacaranda copaia,48.1,0.374,31.8,120,265,17.1023422038499,5039.1389755693
Lacistema aggregatum,51.1,0.558,16.3,10,4083,2.68276884346115,58.3827972185784
Lacistema aggregatum,51.1,0.558,16.3,20,4083,3.95318810615359,187.747809356837
Lacistema aggregatum,51.1,0.558,16.3,30,3138,4.18433134710912,315.315723583716
Lacistema aggregatum,51.1,0.558,16.3,40,2193,4.59391606414334,392.055970527337
Lacistema aggregatum,51.1,0.558,16.3,50,1580,4.55378321068909,469.376302516381
Lacistema aggregatum,51.1,0.558,16.3,60,1189,4.35097813564577,548.546123720298
Lacistema aggregatum,51.1,0.558,16.3,80,713,4.15578191529713,614.791201949715
Lacistema aggregatum,51.1,0.558,16.3,100,460,3.40285026607919,689.675198483055
Lacistema aggregatum,51.1,0.558,16.3,120,322,3.41155909175654,736.500181251176
Lacmellea panamensis,52.6,0.502,21.8,10,70,2.65645376710386,3.37679386928198
Lacmellea panamensis,52.6,0.502,21.8,20,70,5.03365028659129,312.43864286229
Lacmellea panamensis,52.6,0.502,21.8,30,104,6.42422110733628,497.079966233059
Lacmellea panamensis,52.6,0.502,21.8,40,118,7.00107282713953,652.309222238048
Lacmellea panamensis,52.6,0.502,21.8,50,138,8.12632791202216,1037.24624301512
Lacmellea panamensis,52.6,0.502,21.8,60,163,7.64658283327874,1106.23869926829
Lacmellea panamensis,52.6,0.502,21.8,80,206,8.30590497304241,1525.03672301153
Lacmellea panamensis,52.6,0.502,21.8,100,225,9.85781796043923,2339.09019550154
Lacmellea panamensis,52.6,0.502,21.8,120,218,10.6053098628503,2715.64285690436
Laetia thamnia,65,0.727,14.5,10,986,2.45522325347458,46.3935330211727
Laetia thamnia,65,0.727,14.5,20,986,3.78600654664484,196.73459527764
Laetia thamnia,65,0.727,14.5,30,976,4.23042404889301,288.132140906816
Laetia thamnia,65,0.727,14.5,40,884,3.97834781066779,331.436549056529
Laetia thamnia,65,0.727,14.5,50,805,3.83120685129165,377.412304116792
Laetia thamnia,65,0.727,14.5,60,719,3.78234459070287,426.729945379276
Laetia thamnia,65,0.727,14.5,80,557,3.49705749690166,538.021771220095
Laetia thamnia,65,0.727,14.5,100,429,3.40947207884216,615.965096624608
Laetia thamnia,65,0.727,14.5,120,300,3.77534576126578,731.09582498436
Licania hypoleuca,60.9,0.836,17.8,10,343,1.39541139921714,21.2705932826073
Licania hypoleuca,60.9,0.836,17.8,20,343,1.71548091620839,77.3611734405552
Licania hypoleuca,60.9,0.836,17.8,30,262,1.91255375658483,125.700951952354
Licania hypoleuca,60.9,0.836,17.8,40,222,2.49124922945026,211.130891773038
Licania hypoleuca,60.9,0.836,17.8,50,195,2.67776315813236,299.389918248899
Licania hypoleuca,60.9,0.836,17.8,60,168,2.9567836201205,370.842342053709
Licania hypoleuca,60.9,0.836,17.8,80,109,3.44452410472882,482.699615136509
Licania hypoleuca,60.9,0.836,17.8,100,101,2.9882340601208,499.616649860913
Licania hypoleuca,60.9,0.836,17.8,120,88,2.66066770733116,525.324270495474
Licania platypus,70.1,0.682,19.2,10,804,1.79458566852417,38.1297628220878
Licania platypus,70.1,0.682,19.2,20,804,1.92963183094852,79.4193523036612
Licania platypus,70.1,0.682,19.2,30,676,2.05787390998431,129.154307510821
Licania platypus,70.1,0.682,19.2,40,510,2.04265933408769,166.215983938892
Licania platypus,70.1,0.682,19.2,50,378,2.27504968498189,207.784534181725
Licania platypus,70.1,0.682,19.2,60,294,2.52029102147181,302.136514534111
Licania platypus,70.1,0.682,19.2,80,171,2.77739309487392,453.678940013157
Licania platypus,70.1,0.682,19.2,100,113,3.30926303205879,726.402888589882
Licania platypus,70.1,0.682,19.2,120,74,3.77229227146787,1039.5186472743
Lindackeria laurina,66.8,0.693,17.3,60,61,3.62301123507507,398.023227858379
Lindackeria laurina,66.8,0.693,17.3,80,85,3.05256968900195,418.379075623825
Lindackeria laurina,66.8,0.693,17.3,100,122,3.32165692245639,619.079049295539
Lindackeria laurina,66.8,0.693,17.3,120,174,3.4838732719384,787.032879523988
Lonchocarpus heptaphyllus,42.2,0.666,30.6,10,1458,4.22049132675304,112.229067271524
Lonchocarpus heptaphyllus,42.2,0.666,30.6,20,1458,4.2463211199776,216.625873625786
Lonchocarpus heptaphyllus,42.2,0.666,30.6,30,1455,4.49977394496006,345.060691091737
Lonchocarpus heptaphyllus,42.2,0.666,30.6,40,1306,4.96835065796022,500.688717466382
Lonchocarpus heptaphyllus,42.2,0.666,30.6,50,1180,5.7567650518437,712.37772525644
Lonchocarpus heptaphyllus,42.2,0.666,30.6,60,1048,6.30338329824131,905.055613890713
Lonchocarpus heptaphyllus,42.2,0.666,30.6,80,843,7.23649775983077,1270.02519198794
Lonchocarpus heptaphyllus,42.2,0.666,30.6,100,698,8.14726960416013,1597.92459027062
Lonchocarpus heptaphyllus,42.2,0.666,30.6,120,595,7.85876925024452,2040.80464549231
Luehea seemannii,58.5,0.572,32.4,10,127,5.52535640943317,51.0136358946506
Luehea seemannii,58.5,0.572,32.4,20,127,6.10064981244127,316.667307842449
Luehea seemannii,58.5,0.572,32.4,30,175,7.3814838195162,584.240466333507
Luehea seemannii,58.5,0.572,32.4,40,197,7.593860203276,762.778437684087
Luehea seemannii,58.5,0.572,32.4,50,207,7.51659579301607,889.276073170983
Luehea seemannii,58.5,0.572,32.4,60,219,7.30547947947073,972.976062394705
Luehea seemannii,58.5,0.572,32.4,80,230,8.21364036896067,1530.2337130111
Luehea seemannii,58.5,0.572,32.4,100,226,8.18438643399174,1826.90017739104
Luehea seemannii,58.5,0.572,32.4,120,220,8.12087160613969,2108.43831835548
Maquira guianensis,57.2,0.643,15.3,10,2916,6.44048255644105,244.565944990885
Maquira guianensis,57.2,0.643,15.3,20,2916,5.89890018447902,331.707264387306
Maquira guianensis,57.2,0.643,15.3,30,3178,6.16539233097527,469.983764046088
Maquira guianensis,57.2,0.643,15.3,40,3104,6.25853338347718,591.520409130446
Maquira guianensis,57.2,0.643,15.3,50,2923,6.11782093159877,676.953239175775
Maquira guianensis,57.2,0.643,15.3,60,2781,6.34196424147848,779.484502536847
Maquira guianensis,57.2,0.643,15.3,80,2354,5.78142886731309,875.937671269936
Maquira guianensis,57.2,0.643,15.3,100,1922,4.91516376197904,889.018059636683
Maquira guianensis,57.2,0.643,15.3,120,1539,4.47299590959284,927.152550719335
Miconia affinis,46.2,0.57,8.7,10,789,7.55408049189491,321.703024571072
Miconia affinis,46.2,0.57,8.7,20,789,7.81135621226998,510.782041509307
Miconia affinis,46.2,0.57,8.7,30,757,7.75365095839612,633.202128886667
Miconia affinis,46.2,0.57,8.7,40,663,7.29583021064315,670.209730568497
Miconia affinis,46.2,0.57,8.7,50,546,6.57908573861754,695.121699912852
Miconia affinis,46.2,0.57,8.7,60,466,5.9837223415931,704.281894322855
Miconia affinis,46.2,0.57,8.7,80,303,5.15221727681735,750.615985569726
Miconia affinis,46.2,0.57,8.7,100,202,4.53030062465565,799.312608767225
Miconia affinis,46.2,0.57,8.7,120,124,5.16867439390925,1005.59973609815
Miconia argentea,56.5,0.697,20.2,10,782,7.69761603918612,313.887562144227
Miconia argentea,56.5,0.697,20.2,20,782,9.80080252287538,716.635427628017
Miconia argentea,56.5,0.697,20.2,30,671,10.0259561099673,893.255506147787
Miconia argentea,56.5,0.697,20.2,40,575,10.3493793902179,1281.29757928096
Miconia argentea,56.5,0.697,20.2,50,529,10.6120307022169,1405.8650007609
Miconia argentea,56.5,0.697,20.2,60,471,10.7520693282153,1516.06995243511
Miconia argentea,56.5,0.697,20.2,80,402,10.4020327738204,1832.75515362741
Miconia argentea,56.5,0.697,20.2,100,372,10.9473806578904,2350.78477737701
Miconia argentea,56.5,0.697,20.2,120,330,11.3251316751441,2717.84811206331
Mosannona garwoodii,67.7,0.73,13.2,10,1076,1.28018479710691,19.5947185232868
Mosannona garwoodii,67.7,0.73,13.2,20,1076,2.46864953779701,108.149626842091
Mosannona garwoodii,67.7,0.73,13.2,30,962,2.54426123605539,148.249164529319
Mosannona garwoodii,67.7,0.73,13.2,40,811,2.3979614482543,177.890719594559
Mosannona garwoodii,67.7,0.73,13.2,50,692,2.31193232006854,210.379179699997
Mosannona garwoodii,67.7,0.73,13.2,60,611,2.19025644667599,227.953181987291
Mosannona garwoodii,67.7,0.73,13.2,80,498,1.91701670971209,247.627775854433
Mosannona garwoodii,67.7,0.73,13.2,100,368,1.68293898820275,274.122216713726
Mosannona garwoodii,67.7,0.73,13.2,120,250,1.49734484663071,292.722864859614
Mouriri myrtilloides,76.2,0.788,8.6,10,22079,3.39860426929392,83.3425861328215
Mouriri myrtilloides,76.2,0.788,8.6,20,22079,3.15517042655437,141.722110003075
Mouriri myrtilloides,76.2,0.788,8.6,30,14616,2.97658196140063,184.2234664302
Mouriri myrtilloides,76.2,0.788,8.6,40,8582,2.74751968657104,215.260165754727
Mouriri myrtilloides,76.2,0.788,8.6,50,4822,2.71944223746966,214.126354546971
Mouriri myrtilloides,76.2,0.788,8.6,60,2685,2.23154408419096,223.095489029361
Mouriri myrtilloides,76.2,0.788,8.6,80,772,1.76511598112663,223.232633392984
Mouriri myrtilloides,76.2,0.788,8.6,100,230,1.00556832993202,167.288702755217
Nectandra cissiflora,71.1,0.421,19.5,10,360,3.86114534055538,54.5574665926899
