species,lma,wsg,height,at,count,dbh.gr,ba.gr
Astronium graveolens,35.1,0.808,34.8,60,65,7.88149031330718,1034.12666934342
Astronium graveolens,35.1,0.808,34.8,80,73,8.14667115553594,1316.75760014171
Astronium graveolens,35.1,0.808,34.8,100,82,7.08494742250144,1333.36690432641
Astronium graveolens,35.1,0.808,34.8,120,85,7.08145905759828,1593.06740432236
Beilschmiedia pendula,69.8,0.528,34.2,10,5385,3.6101953890924,103.199146137246
Beilschmiedia pendula,69.8,0.528,34.2,20,5385,4.31516656743327,220.835375858854
Beilschmiedia pendula,69.8,0.528,34.2,30,4587,4.349878188416,329.439748680098
Beilschmiedia pendula,69.8,0.528,34.2,40,3705,4.94133092356503,454.288206174924
Beilschmiedia pendula,69.8,0.528,34.2,50,2959,5.16593623575786,587.310127204833
Beilschmiedia pendula,69.8,0.528,34.2,60,2436,5.66000017075105,790.781709217446
Beilschmiedia pendula,69.8,0.528,34.2,80,1769,6.3957939322088,1141.56222352356
Beilschmiedia pendula,69.8,0.528,34.2,100,1326,7.47728277261398,1746.48192920176
Beilschmiedia pendula,69.8,0.528,34.2,120,1093,8.70813439000253,2249.9358137616
Brosimum alicastrum,48.1,0.672,37.4,10,1357,3.53285542417222,86.4465273069373
Brosimum alicastrum,48.1,0.672,37.4,20,1357,3.57002464981693,170.472913883783
Brosimum alicastrum,48.1,0.672,37.4,30,1714,4.12185010857094,286.067678865729
Brosimum alicastrum,48.1,0.672,37.4,40,1929,4.46019342010615,409.314126576346
Brosimum alicastrum,48.1,0.672,37.4,50,1968,4.84364831454243,510.895800347314
Brosimum alicastrum,48.1,0.672,37.4,60,1900,4.65118606969467,586.716548583386
Brosimum alicastrum,48.1,0.672,37.4,80,1711,4.97615803814714,767.4639875337
Brosimum alicastrum,48.1,0.672,37.4,100,1468,5.06397760475847,931.406579095516
Brosimum alicastrum,48.1,0.672,37.4,120,1240,5.33980139437253,1326.4144145282
Calophyllum longifolium,85.6,0.541,36.4,10,3029,3.18647764449291,74.5759362589387
Calophyllum longifolium,85.6,0.541,36.4,20,3029,5.25125363726798,304.323526694229
Calophyllum longifolium,85.6,0.541,36.4,30,2164,6.47534626038781,490.285015225499
Calophyllum longifolium,85.6,0.541,36.4,40,1547,6.25826306885773,659.301767234536
Calophyllum longifolium,85.6,0.541,36.4,50,1146,6.0071579282931,723.023148504663
Calophyllum longifolium,85.6,0.541,36.4,60,917,5.97864782484383,805.700108791604
Calophyllum longifolium,85.6,0.541,36.4,80,629,6.49308323432431,1037.88195295267
Calophyllum longifolium,85.6,0.541,36.4,100,443,7.6350825093746,1692.05694142561
Calophyllum longifolium,85.6,0.541,36.4,120,328,8.95969384733572,2250.6534045654
Capparis frondosa,72.3,0.633,7.2,10,9120,2.2980333867035,46.9247566817205
Capparis frondosa,72.3,0.633,7.2,20,9120,2.78823846557013,126.017274255684
Capparis frondosa,72.3,0.633,7.2,30,8645,2.72758353271049,165.628292660311
Capparis frondosa,72.3,0.633,7.2,40,6808,2.41381195203135,176.165675229411
Capparis frondosa,72.3,0.633,7.2,50,5100,2.14934163409277,186.130580419981
Capparis frondosa,72.3,0.633,7.2,60,3664,1.97325769854133,201.473086404751
Capparis frondosa,72.3,0.633,7.2,80,1588,1.61410191833225,199.229336976332
Capparis frondosa,72.3,0.633,7.2,100,576,1.9748742420883,261.019475399873
Capparis frondosa,72.3,0.633,7.2,120,151,-0.810531549645285,-41.2348885479714
Casearia aculeata,50.8,0.69,13.1,10,1000,2.73150933428612,62.8820228814501
Casearia aculeata,50.8,0.69,13.1,20,1000,2.80165934686111,129.146108370106
Casearia aculeata,50.8,0.69,13.1,30,888,2.82218608485783,168.032653219566
Casearia aculeata,50.8,0.69,13.1,40,777,2.64828304687548,202.595928918434
Casearia aculeata,50.8,0.69,13.1,50,667,2.54607617867625,235.589912197647
Casearia aculeata,50.8,0.69,13.1,60,582,2.48268609701342,277.000871599495
Casearia aculeata,50.8,0.69,13.1,80,415,2.19529004362019,300.485019947149
Casearia aculeata,50.8,0.69,13.1,100,301,2.13117650403852,346.622329822939
Casearia aculeata,50.8,0.69,13.1,120,229,2.10297452882967,442.45214549945
Casearia arborea,27.5,0.562,22.5,10,69,2.39218898675392,26.7641014311796
Casearia arborea,27.5,0.562,22.5,20,69,6.26093504088849,342.449228383309
Casearia arborea,27.5,0.562,22.5,30,92,6.27836078901522,504.436796078179
Casearia arborea,27.5,0.562,22.5,40,108,8.14682821107047,861.223529807198
Casearia arborea,27.5,0.562,22.5,50,124,8.46404339616838,1010.41642592926
Casearia arborea,27.5,0.562,22.5,60,138,9.13351947469885,1224.62241851652
Casearia arborea,27.5,0.562,22.5,80,157,9.6901145046569,1554.22803884198
Casearia arborea,27.5,0.562,22.5,100,181,10.4885711261049,2437.32112862909
Casearia arborea,27.5,0.562,22.5,120,190,10.7987220740944,2879.39153740965
Casearia sylvestris,70.4,0.662,16.4,10,200,4.01575902722346,119.973358385338
Casearia sylvestris,70.4,0.662,16.4,20,200,3.28904887806187,152.62875311566
Casearia sylvestris,70.4,0.662,16.4,30,197,3.33756877811651,237.894129259884
Casearia sylvestris,70.4,0.662,16.4,40,203,3.11120833972679,302.199682600084
Casearia sylvestris,70.4,0.662,16.4,50,218,4.19861891109709,432.300496187075
Casearia sylvestris,70.4,0.662,16.4,60,217,3.93472590436319,476.225943096785
Casearia sylvestris,70.4,0.662,16.4,80,221,4.42033155916274,648.576653150369
Casearia sylvestris,70.4,0.662,16.4,100,234,4.34727301096779,787.591542587343
Casearia sylvestris,70.4,0.662,16.4,120,244,4.20190067397285,892.24201615604
Cassipourea elliptica,75.4,0.66,24,10,2668,2.34073990442229,46.0154558017932
Cassipourea elliptica,75.4,0.66,24,20,2668,3.56774076355633,201.682911102553
Cassipourea elliptica,75.4,0.66,24,30,2330,4.34388384841235,329.887930146669
Cassipourea elliptica,75.4,0.66,24,40,1832,5.15974514845441,479.670274416944
Cassipourea elliptica,75.4,0.66,24,50,1519,5.39297062761633,589.455084274988
Cassipourea elliptica,75.4,0.66,24,60,1289,5.78280476149902,793.759639330418
Cassipourea elliptica,75.4,0.66,24,80,952,6.1730843497461,1094.50924352508
Cassipourea elliptica,75.4,0.66,24,100,741,6.32180614823184,1259.96259206485
Cassipourea elliptica,75.4,0.66,24,120,616,6.45335380880144,1497.94936375143
Cecropia insignis,NA,0.551,30.6,10,242,29.217533955802,3530.66381865556
Cecropia insignis,NA,0.551,30.6,20,242,26.2611141602634,3526.94867197132
Cecropia insignis,NA,0.551,30.6,30,324,26.621124623235,4126.14892980155
Cecropia insignis,NA,0.551,30.6,40,389,23.2643143549697,3751.14517033011
Cecropia insignis,NA,0.551,30.6,50,444,23.6130013523866,4046.48558918465
Cecropia insignis,NA,0.551,30.6,60,496,23.497760139386,4478.37998643723
Cecropia insignis,NA,0.551,30.6,80,504,23.3658505773774,5230.64225820483
Cecropia insignis,NA,0.551,30.6,100,502,21.3544027978807,5532.59774384999
Cecropia insignis,NA,0.551,30.6,120,500,20.6593148682072,6004.33943277599
Celtis schippii,51.5,0.579,20.7,10,109,2.0146166574738,47.4682866818949
Celtis schippii,51.5,0.579,20.7,20,109,3.06416106250732,140.71218345891
Celtis schippii,51.5,0.579,20.7,30,190,3.67195358093204,221.738792887036
Celtis schippii,51.5,0.579,20.7,40,240,4.44845412422107,432.170942408411
Celtis schippii,51.5,0.579,20.7,50,295,5.11118286452092,546.035462233321
Celtis schippii,51.5,0.579,20.7,60,320,4.94834400583139,646.776669491689
Celtis schippii,51.5,0.579,20.7,80,327,6.0424652142418,989.781934238841
Celtis schippii,51.5,0.579,20.7,100,290,6.70622197017151,1310.20145166977
Celtis schippii,51.5,0.579,20.7,120,261,7.29627001531678,1594.8988478167
Cestrum megalophyllum,51.5,0.424,6.1,10,132,1.37083512357098,14.2612086614938
Cestrum megalophyllum,51.5,0.424,6.1,20,132,3.16140525146598,187.635037745498
Cestrum megalophyllum,51.5,0.424,6.1,30,122,3.7427841261309,275.820503149273
Cestrum megalophyllum,51.5,0.424,6.1,40,94,4.32016512016389,382.706653206385
Cestrum megalophyllum,51.5,0.424,6.1,50,65,4.19156071910614,406.958662076258
Cestrum megalophyllum,51.5,0.424,6.1,60,51,4.23176433315398,471.23963827329
Chamguava schippii,66.9,NA,12.7,10,1070,3.17365892186002,67.3963884822639
Chamguava schippii,66.9,NA,12.7,20,1070,3.18288978522948,144.763169287262
Chamguava schippii,66.9,NA,12.7,30,883,3.11615161363105,200.604214565878
Chamguava schippii,66.9,NA,12.7,40,667,3.08729355606832,252.920538012475
Chamguava schippii,66.9,NA,12.7,50,505,2.91877284320373,299.308170105215
Chamguava schippii,66.9,NA,12.7,60,396,2.88720281066625,341.806763023396
Chamguava schippii,66.9,NA,12.7,80,263,3.03116061085828,428.662117604419
Chamguava schippii,66.9,NA,12.7,100,177,3.24924647166881,580.652413955091
Chamguava schippii,66.9,NA,12.7,120,102,3.42775140929219,684.877102269894
Chrysochlamys eclipes,87.9,0.507,7.6,10,933,1.93321260370039,27.3119484241877
Chrysochlamys eclipes,87.9,0.507,7.6,20,933,2.10816728319856,86.6163755565191
Chrysochlamys eclipes,87.9,0.507,7.6,30,1059,2.18661281522047,133.956253327528
Chrysochlamys eclipes,87.9,0.507,7.6,40,1002,2.0864613132986,156.434495208758
Chrysochlamys eclipes,87.9,0.507,7.6,50,873,2.05369734835014,179.999591228325
Chrysochlamys eclipes,87.9,0.507,7.6,60,757,1.95056669676338,210.415695355626
Chrysochlamys eclipes,87.9,0.507,7.6,80,500,1.49357467456383,195.688931585656
Chrysochlamys eclipes,87.9,0.507,7.6,100,304,1.21885359612665,194.040756516035
Chrysochlamys eclipes,87.9,0.507,7.6,120,187,2.02965405917579,344.657374305927
Chrysophyllum argenteum,64.5,0.736,23.2,10,1696,3.36566060548014,74.0501839968097
Chrysophyllum argenteum,64.5,0.736,23.2,20,1696,4.27303609235475,229.737737010523
Chrysophyllum argenteum,64.5,0.736,23.2,30,1396,4.68422764878205,327.776100873003
Chrysophyllum argenteum,64.5,0.736,23.2,40,1106,5.05165824868023,442.312204795644
Chrysophyllum argenteum,64.5,0.736,23.2,50,859,5.08764511613128,546.805026734391
Chrysophyllum argenteum,64.5,0.736,23.2,60,698,5.20042734442798,670.518081447456
Chrysophyllum argenteum,64.5,0.736,23.2,80,508,5.05291357135468,828.182861873434
Chrysophyllum argenteum,64.5,0.736,23.2,100,424,5.18329598185684,1114.57075686032
Chrysophyllum argenteum,64.5,0.736,23.2,120,377,5.12536724008724,1259.84230305734
Coccoloba manzinellensis,66.3,0.716,9.2,10,976,2.43295068426288,36.2797128459238
Coccoloba manzinellensis,66.3,0.716,9.2,20,976,2.65162826338562,117.705776522015
Coccoloba manzinellensis,66.3,0.716,9.2,30,1015,2.8088722214006,173.930556753743
Coccoloba manzinellensis,66.3,0.716,9.2,40,890,2.81751531133205,219.898735196958
Coccoloba manzinellensis,66.3,0.716,9.2,50,715,2.73200198926683,253.311563804176
Coccoloba manzinellensis,66.3,0.716,9.2,60,579,2.3935177206752,262.783462017186
Coccoloba manzinellensis,66.3,0.716,9.2,80,363,2.13004047343875,298.634657058281
Coccoloba manzinellensis,66.3,0.716,9.2,100,231,2.05911877800348,342.94178821041
Coccoloba manzinellensis,66.3,0.716,9.2,120,163,1.82221673699523,354.297649010327
Cordia alliodora,30.5,0.455,31.6,10,95,11.3580073059356,637.831047748915
Cordia alliodora,30.5,0.455,31.6,20,95,13.7910475993875,1258.05510747791
Cordia alliodora,30.5,0.455,31.6,30,94,14.644783739274,1551.34020032072
Cordia alliodora,30.5,0.455,31.6,40,87,15.4120796023493,1824.26036982001
Cordia alliodora,30.5,0.455,31.6,50,87,17.1095078959767,2568.30211867793
Cordia alliodora,30.5,0.455,31.6,60,91,19.5515002908728,3891.35378919923
Cordia alliodora,30.5,0.455,31.6,80,89,20.0476416387552,4322.19974127826
Cordia alliodora,30.5,0.455,31.6,100,93,19.7992947266588,5368.72233558577
Cordia alliodora,30.5,0.455,31.6,120,108,21.037369647543,5964.68361803019
Cordia bicolor,41.8,0.373,24.8,10,775,12.1088315217391,770.330577083106
Cordia bicolor,41.8,0.373,24.8,20,775,12.0273672510518,970.476047913138
Cordia bicolor,41.8,0.373,24.8,30,919,15.2846266804906,1746.77022680437
Cordia bicolor,41.8,0.373,24.8,40,910,16.3409394990653,2403.95667814441
Cordia bicolor,41.8,0.373,24.8,50,893,16.3035124617587,2466.59511939151
Cordia bicolor,41.8,0.373,24.8,60,901,18.3269895701111,3092.67264972923
Cordia bicolor,41.8,0.373,24.8,80,899,18.1161094584819,3689.76484530872
Cordia bicolor,41.8,0.373,24.8,100,928,17.6406815879898,4032.20910519366
Cordia bicolor,41.8,0.373,24.8,120,955,17.0389990727012,4560.40983555243
Cordia lasiocalyx,60.5,NA,13.9,10,1789,5.67425541920366,175.776151458896
Cordia lasiocalyx,60.5,NA,13.9,20,1789,5.92838976347656,339.565770955766
Cordia lasiocalyx,60.5,NA,13.9,30,1977,6.14917128007857,452.72244710611
Cordia lasiocalyx,60.5,NA,13.9,40,2048,6.110669518773,531.536054843956
Cordia lasiocalyx,60.5,NA,13.9,50,2219,5.79678919951923,605.8580303916
Cordia lasiocalyx,60.5,NA,13.9,60,2386,5.42979455716512,651.558040966814
Cordia lasiocalyx,60.5,NA,13.9,80,2423,5.24465759994066,763.208976078522
Cordia lasiocalyx,60.5,NA,13.9,100,2226,4.50264035193035,788.123207959006
Cordia lasiocalyx,60.5,NA,13.9,120,1966,3.98379748073868,806.367012644995
Coussarea curvigemmia,45.3,0.622,12.9,10,5077,3.90176268863825,118.356463960501
Coussarea curvigemmia,45.3,0.622,12.9,20,5077,4.06247479266229,203.164109944772
Coussarea curvigemmia,45.3,0.622,12.9,30,4803,4.07369425920709,281.199135688724
Coussarea curvigemmia,45.3,0.622,12.9,40,4120,3.98956078215008,336.284905163361
Coussarea curvigemmia,45.3,0.622,12.9,50,3505,3.9120742683836,393.999770883548
Coussarea curvigemmia,45.3,0.622,12.9,60,2927,3.85468528893869,440.008740916815
Coussarea curvigemmia,45.3,0.622,12.9,80,2096,3.79399166129156,542.332108250662
Coussarea curvigemmia,45.3,0.622,12.9,100,1496,3.43561761219194,602.270624588008
Coussarea curvigemmia,45.3,0.622,12.9,120,1011,3.49053121401215,677.823866627432
Croton billbergianus,35,0.478,20.5,10,497,12.825666756709,701.213106036035
Croton billbergianus,35,0.478,20.5,20,497,14.2951484044501,1262.69534817018
Croton billbergianus,35,0.478,20.5,30,526,16.2569775650857,1927.21516325262
Croton billbergianus,35,0.478,20.5,40,533,16.9269143513786,2232.91617787848
Croton billbergianus,35,0.478,20.5,50,516,16.1857256978693,2467.70530613601
Croton billbergianus,35,0.478,20.5,60,505,16.4310299458335,2732.21887321548
Croton billbergianus,35,0.478,20.5,80,455,16.5939248934347,3258.74808806033
Croton billbergianus,35,0.478,20.5,100,393,15.1056526016448,3291.29139037139
Croton billbergianus,35,0.478,20.5,120,326,14.7939163165631,3715.10560922057
Cupania seemannii,54.8,0.665,13,10,3029,2.4693860230234,47.9686117911976
Cupania seemannii,54.8,0.665,13,20,3029,4.38780889643251,228.851955079068
Cupania seemannii,54.8,0.665,13,30,2460,4.57600038173848,329.262627822458
Cupania seemannii,54.8,0.665,13,40,1896,4.82932833412522,434.326837943277
Cupania seemannii,54.8,0.665,13,50,1516,4.96168847077322,514.124291680072
Cupania seemannii,54.8,0.665,13,60,1264,4.9296006353205,589.312948818617
Cupania seemannii,54.8,0.665,13,80,918,4.91488444520308,740.636566331596
Cupania seemannii,54.8,0.665,13,100,695,4.81051489076084,898.265871042999
Cupania seemannii,54.8,0.665,13,120,534,4.62678890586301,939.963840396861
Dendropanax arboreus,65.5,0.411,24.5,40,54,3.64666910098097,322.087394747361
Dendropanax arboreus,65.5,0.411,24.5,50,76,3.74814353896174,355.314847205889
Dendropanax arboreus,65.5,0.411,24.5,60,92,4.08942251031231,446.443665124811
Dendropanax arboreus,65.5,0.411,24.5,80,124,4.72855379247465,721.265523816299
Dendropanax arboreus,65.5,0.411,24.5,100,160,5.32151923868015,1164.68318562844
Dendropanax arboreus,65.5,0.411,24.5,120,179,6.31255052075543,1793.08434246032
Desmopsis panamensis,57.2,0.536,10.9,10,33999,4.36918765980582,124.724643122138
Desmopsis panamensis,57.2,0.536,10.9,20,33999,4.21691696882722,212.730194504351
Desmopsis panamensis,57.2,0.536,10.9,30,28342,4.24763521810543,289.631497718368
Desmopsis panamensis,57.2,0.536,10.9,40,20697,3.98627762071073,320.912226491245
Desmopsis panamensis,57.2,0.536,10.9,50,15053,3.82690939653428,359.269718641122
Desmopsis panamensis,57.2,0.536,10.9,60,11056,3.57569229512431,384.901941007719
Desmopsis panamensis,57.2,0.536,10.9,80,6129,3.15032542498838,430.172196542177
Desmopsis panamensis,57.2,0.536,10.9,100,3247,2.99169094059001,491.441802097064
Desmopsis panamensis,57.2,0.536,10.9,120,1538,2.9376716845055,512.056820657143
Drypetes standleyi,80.1,0.618,28.7,10,4647,2.72707051486831,60.9635786421398
Drypetes standleyi,80.1,0.618,28.7,20,4647,3.44487663057632,184.739288650707
Drypetes standleyi,80.1,0.618,28.7,30,4767,4.24828300935881,297.049602351355
Drypetes standleyi,80.1,0.618,28.7,40,4327,4.52224457311151,419.644008761675
Drypetes standleyi,80.1,0.618,28.7,50,4019,5.07655254305994,632.934795284101
Drypetes standleyi,80.1,0.618,28.7,60,3624,5.69544600700406,823.854057454279
Drypetes standleyi,80.1,0.618,28.7,80,2871,6.42780473702988,1108.81701913284
Drypetes standleyi,80.1,0.618,28.7,100,2423,7.08856914030786,1480.99981512344
Drypetes standleyi,80.1,0.618,28.7,120,1978,7.65954445995766,2052.07280957246
Erythrina costaricensis,19.4,0.5,9.4,10,74,7.83108851017042,362.880829464152
Erythrina costaricensis,19.4,0.5,9.4,20,74,4.67057169642764,235.884012511382
Erythrina costaricensis,19.4,0.5,9.4,30,164,1.52335811072321,92.2259049883627
Erythrina costaricensis,19.4,0.5,9.4,40,212,1.74619836427597,125.60293172216
Erythrina costaricensis,19.4,0.5,9.4,50,274,1.85825994462673,189.046567879906
Erythrina costaricensis,19.4,0.5,9.4,60,300,1.91445411667507,212.241575085194
Erythrina costaricensis,19.4,0.5,9.4,80,297,2.00293954022909,275.159391450881
Erythrina costaricensis,19.4,0.5,9.4,100,251,2.06743547953286,369.253544495838
Erythrina costaricensis,19.4,0.5,9.4,120,205,2.14798788747099,443.713201320196
Erythroxylum macrophyllum,90.4,0.643,12.9,10,625,2.10054562297326,46.0118380816904
Erythroxylum macrophyllum,90.4,0.643,12.9,20,625,2.65265510236349,115.718081854342
Erythroxylum macrophyllum,90.4,0.643,12.9,30,488,3.26133731267298,217.481447107253
Erythroxylum macrophyllum,90.4,0.643,12.9,40,343,3.22029301928743,288.221716310026
Erythroxylum macrophyllum,90.4,0.643,12.9,50,253,4.45785225743715,504.570392760578
Erythroxylum macrophyllum,90.4,0.643,12.9,60,210,4.40862922542668,591.563417815705
Erythroxylum macrophyllum,90.4,0.643,12.9,80,162,5.5621995480403,848.8912006055
Erythroxylum macrophyllum,90.4,0.643,12.9,100,112,5.68530857439473,1073.95927317575
Erythroxylum macrophyllum,90.4,0.643,12.9,120,82,5.67495227741933,1274.92379452898
Erythroxylum panamense,45.8,0.703,7.6,10,333,1.60457814528624,23.9676358638803
Erythroxylum panamense,45.8,0.703,7.6,20,333,1.4109028303609,52.8978690735422
Erythroxylum panamense,45.8,0.703,7.6,30,267,1.40608558444079,73.8359473142326
Erythroxylum panamense,45.8,0.703,7.6,40,178,1.25962034955804,82.0936790841201
Erythroxylum panamense,45.8,0.703,7.6,50,123,1.4729890992074,117.878232872162
Erythroxylum panamense,45.8,0.703,7.6,60,78,1.58056396493684,139.625194406323
Eugenia coloradoensis,84.8,0.693,21.9,10,1559,1.84296097583971,19.5626486075367
Eugenia coloradoensis,84.8,0.693,21.9,20,1559,3.75884211880176,207.374421605446
Eugenia coloradoensis,84.8,0.693,21.9,30,1421,4.86506027577906,344.64059970477
Eugenia coloradoensis,84.8,0.693,21.9,40,1191,5.45432487486143,474.768103823371
Eugenia coloradoensis,84.8,0.693,21.9,50,992,5.24431302050732,575.413757654091
Eugenia coloradoensis,84.8,0.693,21.9,60,882,5.91700570419805,816.9302410373
Eugenia coloradoensis,84.8,0.693,21.9,80,719,6.87086320015349,1245.54476052053
Eugenia coloradoensis,84.8,0.693,21.9,100,610,7.59785201630489,1704.29073055992
Eugenia coloradoensis,84.8,0.693,21.9,120,513,7.96026447660377,1832.72103886069
Eugenia galalonensis,63.8,0.636,16.1,10,5033,2.87630173645751,73.6148507053024
Eugenia galalonensis,63.8,0.636,16.1,20,5033,3.65608551200578,180.443652857807
Eugenia galalonensis,63.8,0.636,16.1,30,3338,3.6833167659154,244.210220695736
