species,lma,wsg,height,at,count,dbh.gr,ba.gr
Eugenia oerstediana,54.4,0.656,16.7,30,3978,6.09318168259168,482.196914038655
Eugenia oerstediana,54.4,0.656,16.7,40,3381,7.24459024857808,716.576315906721
Eugenia oerstediana,54.4,0.656,16.7,50,2873,8.41838827007595,1123.47567403243
Eugenia oerstediana,54.4,0.656,16.7,60,2540,9.19417053147772,1373.50544353467
Eugenia oerstediana,54.4,0.656,16.7,80,1968,10.9203360279455,2165.89186075985
Eugenia oerstediana,54.4,0.656,16.7,100,1570,11.7391761289443,2633.14708819425
Eugenia oerstediana,54.4,0.656,16.7,120,1255,12.521164936287,3338.07249784589
Faramea occidentalis,63.7,0.609,15.7,10,56065,3.16290432155722,66.7023335331241
Faramea occidentalis,63.7,0.609,15.7,20,56065,3.72259698451339,186.479877651856
Faramea occidentalis,63.7,0.609,15.7,30,61263,3.97010869565217,268.393972986585
Faramea occidentalis,63.7,0.609,15.7,40,60156,4.10775950235028,348.04097377511
Faramea occidentalis,63.7,0.609,15.7,50,56340,4.20366844847389,426.067043939057
Faramea occidentalis,63.7,0.609,15.7,60,51261,4.22652224245901,498.890247456618
Faramea occidentalis,63.7,0.609,15.7,80,40269,4.27318329449041,639.760251250088
Faramea occidentalis,63.7,0.609,15.7,100,30860,4.32495432477999,778.464964810137
Faramea occidentalis,63.7,0.609,15.7,120,23203,4.3651422164808,892.465864388827
Ficus tonduzii,76.3,0.357,11.2,60,55,10.885802260029,1467.00606669426
Ficus tonduzii,76.3,0.357,11.2,80,72,9.34640837019062,1772.2039233223
Ficus tonduzii,76.3,0.357,11.2,100,73,11.2716842818408,2910.49710644417
Ficus tonduzii,76.3,0.357,11.2,120,75,9.91334932804363,2872.78467228223
Garcinia intermedia,102.2,0.654,15.9,10,12975,1.54639376275631,24.3477703766176
Garcinia intermedia,102.2,0.654,15.9,20,12975,2.33510483367354,110.245467985286
Garcinia intermedia,102.2,0.654,15.9,30,10873,2.99596487052062,215.340846020576
Garcinia intermedia,102.2,0.654,15.9,40,8388,3.78394220283533,333.205192530724
Garcinia intermedia,102.2,0.654,15.9,50,6448,4.33360202116162,474.418915126519
Garcinia intermedia,102.2,0.654,15.9,60,4944,4.90512592187404,606.630770878489
Garcinia intermedia,102.2,0.654,15.9,80,3157,5.52785330535092,845.998517431226
Garcinia intermedia,102.2,0.654,15.9,100,2102,5.68256709487163,1084.62053469444
Garcinia intermedia,102.2,0.654,15.9,120,1439,5.59965301898852,1257.35349130385
Garcinia madruno,105.1,0.649,16.4,10,1151,1.30169164546826,19.4038608753327
Garcinia madruno,105.1,0.649,16.4,20,1151,3.1904089137293,147.598490491777
Garcinia madruno,105.1,0.649,16.4,30,957,3.52619234395096,255.162096564143
Garcinia madruno,105.1,0.649,16.4,40,718,4.17482232419558,357.049460235863
Garcinia madruno,105.1,0.649,16.4,50,570,5.11671371373506,598.224995986632
Garcinia madruno,105.1,0.649,16.4,60,408,5.29384831354207,667.165665834711
Garcinia madruno,105.1,0.649,16.4,80,232,6.09153884581252,888.647509450564
Garcinia madruno,105.1,0.649,16.4,100,139,6.79578303861098,1099.19701791297
Garcinia madruno,105.1,0.649,16.4,120,99,5.64844865020532,1183.46340622959
Guapira standleyana,38,0.511,32.2,10,81,6.57502650924305,246.426380077199
Guapira standleyana,38,0.511,32.2,20,81,5.33456815970307,282.350703702226
Guapira standleyana,38,0.511,32.2,30,134,7.08997428390053,605.902862555166
Guapira standleyana,38,0.511,32.2,40,176,6.72016187074878,622.068376774631
Guapira standleyana,38,0.511,32.2,50,220,7.21155750868503,880.896149389687
Guapira standleyana,38,0.511,32.2,60,265,8.56277013442191,1450.61029310436
Guapira standleyana,38,0.511,32.2,80,283,11.1405958627299,2451.14995061069
Guapira standleyana,38,0.511,32.2,100,281,11.2239833416713,2754.23794843192
Guapira standleyana,38,0.511,32.2,120,276,15.5835498380495,4364.10027821432
Guarea bullata,76.1,0.668,17.2,10,2437,1.97646103896104,29.338637643503
Guarea bullata,76.1,0.668,17.2,20,2437,2.65778407039437,131.845601679534
Guarea bullata,76.1,0.668,17.2,30,2251,2.96396351229648,200.230358768083
Guarea bullata,76.1,0.668,17.2,40,1869,3.34115338689822,268.36688584911
Guarea bullata,76.1,0.668,17.2,50,1489,3.3338180897074,330.908834365338
Guarea bullata,76.1,0.668,17.2,60,1254,3.40117824086652,384.984726486708
Guarea bullata,76.1,0.668,17.2,80,943,3.26043736654495,466.05757932461
Guarea bullata,76.1,0.668,17.2,100,713,3.20158700312313,552.797334767733
Guarea bullata,76.1,0.668,17.2,120,513,3.17708534467035,703.163806003945
Guarea guidonia,56.2,0.56,20.2,10,3706,3.58283378746594,84.1803188465428
Guarea guidonia,56.2,0.56,20.2,20,3706,4.65125767974703,246.153801644497
Guarea guidonia,56.2,0.56,20.2,30,3436,5.28942220471109,401.115688526718
Guarea guidonia,56.2,0.56,20.2,40,2878,6.48462080615157,651.974446581625
Guarea guidonia,56.2,0.56,20.2,50,2512,7.16734773436229,836.257047288758
Guarea guidonia,56.2,0.56,20.2,60,2201,8.12953442823014,1131.68643514969
Guarea guidonia,56.2,0.56,20.2,80,1862,9.16829534466619,1657.74727536458
Guarea guidonia,56.2,0.56,20.2,100,1691,9.73871850732849,2116.47557047115
Guarea guidonia,56.2,0.56,20.2,120,1577,9.74333753098289,2410.68837332862
Guatteria dumetorum,49.9,0.446,34.6,10,1463,7.36800435939043,286.866679180918
Guatteria dumetorum,49.9,0.446,34.6,20,1463,6.95558156137518,400.362647594263
Guatteria dumetorum,49.9,0.446,34.6,30,1768,6.91333041617176,526.652039475766
Guatteria dumetorum,49.9,0.446,34.6,40,1833,7.32469467555277,710.14517213177
Guatteria dumetorum,49.9,0.446,34.6,50,1813,7.25544072305043,821.889288039684
Guatteria dumetorum,49.9,0.446,34.6,60,1753,7.54567701777827,1028.78336061397
Guatteria dumetorum,49.9,0.446,34.6,80,1535,9.01061282850449,1614.68464032703
Guatteria dumetorum,49.9,0.446,34.6,100,1284,10.1031560153385,2487.95101455038
Guatteria dumetorum,49.9,0.446,34.6,120,1047,11.4329114335553,3202.98136544907
Guettarda foliacea,38.5,0.618,10.6,10,431,4.83534793912676,148.81686584893
Guettarda foliacea,38.5,0.618,10.6,20,431,5.15905129214583,270.360852941297
Guettarda foliacea,38.5,0.618,10.6,30,570,5.56136023983247,396.456862919664
Guettarda foliacea,38.5,0.618,10.6,40,619,5.97258286829678,546.470467115331
Guettarda foliacea,38.5,0.618,10.6,50,622,5.96247672789868,624.296508116023
Guettarda foliacea,38.5,0.618,10.6,60,613,5.65090432565689,703.646529347632
Guettarda foliacea,38.5,0.618,10.6,80,594,5.56677049860243,845.733941780529
Guettarda foliacea,38.5,0.618,10.6,100,503,5.2683987604853,976.278688173304
Guettarda foliacea,38.5,0.618,10.6,120,435,5.22703553330931,1088.31576748359
Gustavia superba,44.7,0.612,20.6,10,63,7.54840434760937,315.534948374947
Gustavia superba,44.7,0.612,20.6,20,63,5.66103729299019,303.92738230957
Gustavia superba,44.7,0.612,20.6,30,117,7.25466584560792,611.266920759709
Gustavia superba,44.7,0.612,20.6,40,180,8.13226657097521,771.621985097207
Gustavia superba,44.7,0.612,20.6,50,355,7.6457491145306,847.175815463017
Gustavia superba,44.7,0.612,20.6,60,578,7.03238945239742,871.613968761999
Gustavia superba,44.7,0.612,20.6,80,1184,6.29125401564916,987.32714911875
Gustavia superba,44.7,0.612,20.6,100,1783,5.65965688987272,1053.6564588666
Gustavia superba,44.7,0.612,20.6,120,2193,5.40083089865594,1197.51442309299
Hasseltia floribunda,47.3,0.565,15,10,490,2.3316476953007,15.1480754682992
Hasseltia floribunda,47.3,0.565,15,20,490,4.5059748449753,278.861289037615
Hasseltia floribunda,47.3,0.565,15,30,768,5.72884029576431,451.711992202602
Hasseltia floribunda,47.3,0.565,15,40,911,6.64237747690068,661.801154698666
Hasseltia floribunda,47.3,0.565,15,50,1020,7.21758866996973,833.639796059354
Hasseltia floribunda,47.3,0.565,15,60,1072,7.04815290938863,994.212096709305
Hasseltia floribunda,47.3,0.565,15,80,1141,7.79506616606189,1254.78537973582
Hasseltia floribunda,47.3,0.565,15,100,1133,7.93843389400792,1576.43724744431
Hasseltia floribunda,47.3,0.565,15,120,1056,7.90333011771837,1886.9235584622
Heisteria concinna,101.1,0.719,17.9,10,1489,2.86566670297589,35.8383358262832
Heisteria concinna,101.1,0.719,17.9,20,1489,3.46508655111541,176.057934182875
Heisteria concinna,101.1,0.719,17.9,30,1821,4.08667047492056,282.221696647564
Heisteria concinna,101.1,0.719,17.9,40,1880,4.54483980066362,420.785439894344
Heisteria concinna,101.1,0.719,17.9,50,1775,5.05667375387851,547.989389510902
Heisteria concinna,101.1,0.719,17.9,60,1658,5.41317056130709,725.953437367846
Heisteria concinna,101.1,0.719,17.9,80,1524,6.09450736052595,993.862110378531
Heisteria concinna,101.1,0.719,17.9,100,1469,6.07698253224414,1191.79552681396
Heisteria concinna,101.1,0.719,17.9,120,1395,6.22771805751411,1435.67421713181
Herrania purpurea,37,0.308,8.4,10,1432,5.22712046155487,185.071424540861
Herrania purpurea,37,0.308,8.4,20,1432,4.0851823293719,200.233167891184
Herrania purpurea,37,0.308,8.4,30,1487,3.27716744672516,196.147911401392
Herrania purpurea,37,0.308,8.4,40,1250,2.87336691359398,214.51397182308
Herrania purpurea,37,0.308,8.4,50,1030,2.5522700458664,226.014250087557
Herrania purpurea,37,0.308,8.4,60,813,2.31170886075949,237.845158055065
Herrania purpurea,37,0.308,8.4,80,380,2.08842639705398,272.610608002875
Herrania purpurea,37,0.308,8.4,100,152,-1.4303073904636,-52.9588247633014
Hieronyma alchorneoides,35.2,0.585,34.3,10,76,12.4661534100671,722.970675466123
Hieronyma alchorneoides,35.2,0.585,34.3,20,76,7.44997243660419,450.541989518432
Hieronyma alchorneoides,35.2,0.585,34.3,30,84,7.74574908806128,641.632929968087
Hieronyma alchorneoides,35.2,0.585,34.3,40,95,8.26781498810771,949.173367660134
Hieronyma alchorneoides,35.2,0.585,34.3,50,92,8.09470313166073,1506.07217870425
Hieronyma alchorneoides,35.2,0.585,34.3,60,93,9.54574412626501,1764.07727559221
Hieronyma alchorneoides,35.2,0.585,34.3,80,76,12.669510230552,2377.94763617159
Hieronyma alchorneoides,35.2,0.585,34.3,100,72,13.8073581989505,2977.59948816586
Hieronyma alchorneoides,35.2,0.585,34.3,120,72,13.5632136407955,3390.88160851169
Hirtella triandra,50.9,0.606,22.7,10,10513,2.61928390639692,49.6354603294083
Hirtella triandra,50.9,0.606,22.7,20,10513,3.87506493301373,207.65549574031
Hirtella triandra,50.9,0.606,22.7,30,10034,4.51263150042951,317.280485166571
Hirtella triandra,50.9,0.606,22.7,40,8699,5.17520435967302,488.755455686048
Hirtella triandra,50.9,0.606,22.7,50,7651,5.68501918454757,646.068627998006
Hirtella triandra,50.9,0.606,22.7,60,6945,6.08168936580043,806.115586231091
Hirtella triandra,50.9,0.606,22.7,80,5804,6.77729423352796,1147.23279995976
Hirtella triandra,50.9,0.606,22.7,100,4964,7.14395592801714,1421.14564425554
Hirtella triandra,50.9,0.606,22.7,120,4313,7.31149887238314,1687.94095318342
Hura crepitans,27.6,NA,35,80,53,11.1827244742149,2599.95298862311
Hura crepitans,27.6,NA,35,100,71,9.6184116144145,2951.17713252462
Hura crepitans,27.6,NA,35,120,83,11.5957363496295,4448.86811273622
Hybanthus prunifolius,43.2,0.58,6.5,10,104839,2.21607832322118,45.6754124434926
Hybanthus prunifolius,43.2,0.58,6.5,20,104839,2.14678788581408,88.5174505692515
Hybanthus prunifolius,43.2,0.58,6.5,30,82861,2.08236750943736,119.218392311241
Hybanthus prunifolius,43.2,0.58,6.5,40,55485,2.04362317968389,147.2395109545
Hybanthus prunifolius,43.2,0.58,6.5,50,34886,2.03136393254681,173.01661781652
Hybanthus prunifolius,43.2,0.58,6.5,60,21054,2.1063791189857,203.452123440883
Hybanthus prunifolius,43.2,0.58,6.5,80,6669,2.56583466783586,298.316108780125
Hybanthus prunifolius,43.2,0.58,6.5,100,1707,2.7513605098487,400.349584319309
Hybanthus prunifolius,43.2,0.58,6.5,120,365,3.10696839153,522.692434349345
Inga acuminata,47.7,0.321,13.3,10,831,5.95739595050619,145.025418804409
Inga acuminata,47.7,0.321,13.3,20,831,7.95022068742411,510.048808566661
Inga acuminata,47.7,0.321,13.3,30,811,8.8247959377463,767.759282670152
Inga acuminata,47.7,0.321,13.3,40,708,9.58896476276602,1049.93479550646
Inga acuminata,47.7,0.321,13.3,50,620,10.100757832396,1345.25790634361
Inga acuminata,47.7,0.321,13.3,60,554,11.0263688216196,1705.41177466516
Inga acuminata,47.7,0.321,13.3,80,439,11.3930401247207,2056.47697582199
Inga acuminata,47.7,0.321,13.3,100,358,12.0433390833409,2598.73804578942
Inga acuminata,47.7,0.321,13.3,120,278,12.1783359676089,2979.43361124232
Inga goldmanii,51.9,0.557,22.8,10,680,4.0143870896405,101.041064897275
Inga goldmanii,51.9,0.557,22.8,20,680,6.05423320108746,344.145314571426
Inga goldmanii,51.9,0.557,22.8,30,764,8.90410162941146,834.465269577028
Inga goldmanii,51.9,0.557,22.8,40,732,8.8775479043765,1026.22434338784
Inga goldmanii,51.9,0.557,22.8,50,662,9.84253797702182,1190.81190990697
Inga goldmanii,51.9,0.557,22.8,60,586,11.4098660799906,1544.63832460147
Inga goldmanii,51.9,0.557,22.8,80,453,12.0229122867515,2106.69331918244
Inga goldmanii,51.9,0.557,22.8,100,336,11.9548758722534,2560.84836253161
Inga goldmanii,51.9,0.557,22.8,120,260,11.8999794331641,2856.89701872599
Inga marginata,52.2,0.486,24.3,10,693,6.26604869950194,212.775285220284
Inga marginata,52.2,0.486,24.3,20,693,11.229964777378,902.977832886021
Inga marginata,52.2,0.486,24.3,30,575,16.3302783888855,2492.68653521103
Inga marginata,52.2,0.486,24.3,40,474,22.2271644341665,3657.3758415653
Inga marginata,52.2,0.486,24.3,50,408,23.6880496570613,4500.55899642379
Inga marginata,52.2,0.486,24.3,60,376,26.4391923589162,5284.84126402977
Inga marginata,52.2,0.486,24.3,80,342,28.4583070282368,6986.36828968143
Inga marginata,52.2,0.486,24.3,100,322,31.8478138678282,10661.5338199662
Inga marginata,52.2,0.486,24.3,120,294,33.6653647305745,12435.360554234
Inga nobilis,60.9,0.645,15.2,10,1135,3.65572598243149,89.1236284833919
Inga nobilis,60.9,0.645,15.2,20,1135,4.58322112779313,255.564707048802
Inga nobilis,60.9,0.645,15.2,30,1463,5.33145724327146,420.260463260162
Inga nobilis,60.9,0.645,15.2,40,1488,6.54360060082539,653.927446221502
Inga nobilis,60.9,0.645,15.2,50,1458,7.17320313964771,795.832520647117
Inga nobilis,60.9,0.645,15.2,60,1387,7.40057068462582,963.743095832502
Inga nobilis,60.9,0.645,15.2,80,1219,7.99696774210939,1350.98474891812
Inga nobilis,60.9,0.645,15.2,100,914,8.38202920317913,1512.48469803204
Inga nobilis,60.9,0.645,15.2,120,697,7.84413359599416,1714.93870068564
Inga sapindoides,51.3,0.612,20.7,10,308,14.184009761975,912.360657121894
Inga sapindoides,51.3,0.612,20.7,20,308,11.8295990259381,915.33424181718
Inga sapindoides,51.3,0.612,20.7,30,386,10.2946958526971,900.297774195008
Inga sapindoides,51.3,0.612,20.7,40,395,12.895108336694,1545.45002671325
Inga sapindoides,51.3,0.612,20.7,50,433,11.6034587514438,1551.25646724333
Inga sapindoides,51.3,0.612,20.7,60,466,10.7872586873782,1670.13918646299
Inga sapindoides,51.3,0.612,20.7,80,466,12.7129258857774,2085.66011831942
Inga sapindoides,51.3,0.612,20.7,100,428,12.2803086403457,2692.39729238662
Inga sapindoides,51.3,0.612,20.7,120,388,14.4217892393067,3879.44162028767
Inga umbellifera,56.7,0.665,12.7,10,1870,3.48929259668724,82.1631241516542
Inga umbellifera,56.7,0.665,12.7,20,1870,4.5146814550588,250.740345198166
Inga umbellifera,56.7,0.665,12.7,30,2169,5.10674280674189,379.692871837785
Inga umbellifera,56.7,0.665,12.7,40,2075,5.60868945253386,501.266426320557
Inga umbellifera,56.7,0.665,12.7,50,1793,6.01492916173982,626.602339855731
Inga umbellifera,56.7,0.665,12.7,60,1528,6.36439678105866,804.465215825759
Inga umbellifera,56.7,0.665,12.7,80,1110,7.0014308370007,1114.45490611876
Inga umbellifera,56.7,0.665,12.7,100,715,7.4364341148815,1490.63463291305
Inga umbellifera,56.7,0.665,12.7,120,418,7.84503016343782,1739.28045161176
Jacaranda copaia,48.1,0.374,31.8,30,53,18.6947821345629,2208.36127137745
Jacaranda copaia,48.1,0.374,31.8,40,82,17.9503236045543,2434.08518449942
Jacaranda copaia,48.1,0.374,31.8,50,98,19.2570609943585,3209.93329375742
Jacaranda copaia,48.1,0.374,31.8,60,115,20.3486457700259,4067.23946725766
Jacaranda copaia,48.1,0.374,31.8,80,170,19.7805654564617,4133.32510359208
Jacaranda copaia,48.1,0.374,31.8,100,221,21.3749522972783,6835.21381639873
Jacaranda copaia,48.1,0.374,31.8,120,265,22.9255790372285,7455.7699246839
Lacistema aggregatum,51.1,0.558,16.3,10,4083,2.26964377169951,41.0934156236112
Lacistema aggregatum,51.1,0.558,16.3,20,4083,3.14563157517689,145.852198164593
Lacistema aggregatum,51.1,0.558,16.3,30,3138,3.75210310766463,259.418821536764
Lacistema aggregatum,51.1,0.558,16.3,40,2193,4.34985677332376,386.145263923655
Lacistema aggregatum,51.1,0.558,16.3,50,1580,5.10156012395377,495.199541612025
Lacistema aggregatum,51.1,0.558,16.3,60,1189,5.17324666087217,619.333081698431
Lacistema aggregatum,51.1,0.558,16.3,80,713,5.06308731670066,794.679297390059
Lacistema aggregatum,51.1,0.558,16.3,100,460,5.22356976953977,938.364158225222
Lacistema aggregatum,51.1,0.558,16.3,120,322,4.9801970392839,1040.08915101425
Lacmellea panamensis,52.6,0.502,21.8,10,70,3.19729122665676,51.9176411755182
Lacmellea panamensis,52.6,0.502,21.8,20,70,7.46620068778384,447.921003063867
Lacmellea panamensis,52.6,0.502,21.8,30,104,8.73534154439321,785.009200762452
Lacmellea panamensis,52.6,0.502,21.8,40,118,9.51662640037766,1034.41069264646
Lacmellea panamensis,52.6,0.502,21.8,50,138,9.7602266194388,1519.58323429524
Lacmellea panamensis,52.6,0.502,21.8,60,163,10.7897586921376,1648.76773324505
Lacmellea panamensis,52.6,0.502,21.8,80,206,11.7823143641466,2349.93104563003
Lacmellea panamensis,52.6,0.502,21.8,100,225,14.1006770781264,3145.14583879343
Lacmellea panamensis,52.6,0.502,21.8,120,218,14.7375296409036,3791.97448046217
Laetia thamnia,65,0.727,14.5,10,986,4.72782296616169,133.528978159689
Laetia thamnia,65,0.727,14.5,20,986,4.95915348785423,262.988403120166
Laetia thamnia,65,0.727,14.5,30,976,5.01657232150159,348.217942635624
Laetia thamnia,65,0.727,14.5,40,884,4.53547277437676,385.147439758149
Laetia thamnia,65,0.727,14.5,50,805,4.76722261851362,457.79282809219
Laetia thamnia,65,0.727,14.5,60,719,4.68944446777014,555.893820446536
Laetia thamnia,65,0.727,14.5,80,557,4.47251151207916,652.873792234394
Laetia thamnia,65,0.727,14.5,100,429,4.51883407850102,777.017993340285
Laetia thamnia,65,0.727,14.5,120,300,4.83200707533239,944.617120709162
Licania hypoleuca,60.9,0.836,17.8,10,343,2.92785948335386,68.3548876846039
Licania hypoleuca,60.9,0.836,17.8,20,343,3.00614081837323,135.259943701999
Licania hypoleuca,60.9,0.836,17.8,30,262,3.97659227000544,249.856661235421
Licania hypoleuca,60.9,0.836,17.8,40,222,4.75548001556042,363.627108859282
Licania hypoleuca,60.9,0.836,17.8,50,195,3.79215224341926,380.818373515612
Licania hypoleuca,60.9,0.836,17.8,60,168,4.41621972478448,592.521054334932
Licania hypoleuca,60.9,0.836,17.8,80,109,5.00216464151715,749.311567239684
Licania hypoleuca,60.9,0.836,17.8,100,101,4.78740577610091,846.757414219807
Licania hypoleuca,60.9,0.836,17.8,120,88,5.15549745775666,1012.13650873752
Licania platypus,70.1,0.682,19.2,10,804,2.36942477427887,55.453048310527
Licania platypus,70.1,0.682,19.2,20,804,2.8812534964529,118.573889232449
Licania platypus,70.1,0.682,19.2,30,676,2.90514844390739,165.994531230327
Licania platypus,70.1,0.682,19.2,40,510,3.42861643050632,283.18734874359
Licania platypus,70.1,0.682,19.2,50,378,4.33598856998322,444.68264953579
Licania platypus,70.1,0.682,19.2,60,294,5.14583497550329,544.672842937691
Licania platypus,70.1,0.682,19.2,80,171,6.00436202536943,897.310777692586
Licania platypus,70.1,0.682,19.2,100,113,6.71579469326698,1114.82529458908
Licania platypus,70.1,0.682,19.2,120,74,5.63202846052942,1260.2638375265
Lindackeria laurina,66.8,0.693,17.3,60,61,4.76740549846907,541.033552115886
Lindackeria laurina,66.8,0.693,17.3,80,85,4.17785166806667,594.833611184712
Lindackeria laurina,66.8,0.693,17.3,100,122,4.58244537529508,1076.55346995029
Lindackeria laurina,66.8,0.693,17.3,120,174,4.91658719127343,1304.13503532681
Lonchocarpus heptaphyllus,42.2,0.666,30.6,10,1458,4.86593212249348,142.409175439777
Lonchocarpus heptaphyllus,42.2,0.666,30.6,20,1458,4.59019459897284,235.922674551231
Lonchocarpus heptaphyllus,42.2,0.666,30.6,30,1455,5.48559958903817,446.875582094757
Lonchocarpus heptaphyllus,42.2,0.666,30.6,40,1306,5.36157161570324,570.829096413206
Lonchocarpus heptaphyllus,42.2,0.666,30.6,50,1180,6.6661167281392,881.832079436884
Lonchocarpus heptaphyllus,42.2,0.666,30.6,60,1048,7.85018776867195,1252.65768509097
Lonchocarpus heptaphyllus,42.2,0.666,30.6,80,843,9.53060371089993,1687.56587777012
Lonchocarpus heptaphyllus,42.2,0.666,30.6,100,698,10.8703058133558,2366.76102828545
Lonchocarpus heptaphyllus,42.2,0.666,30.6,120,595,11.3148629698835,2904.66404408102
Luehea seemannii,58.5,0.572,32.4,10,127,4.89504261643221,51.0136358946506
Luehea seemannii,58.5,0.572,32.4,20,127,8.35536605197292,600.5165175408
Luehea seemannii,58.5,0.572,32.4,30,175,10.0016853252771,924.622009942162
Luehea seemannii,58.5,0.572,32.4,40,197,10.9518366248259,1169.30275683159
Luehea seemannii,58.5,0.572,32.4,50,207,11.7748252990268,1388.20668500388
Luehea seemannii,58.5,0.572,32.4,60,219,12.3215488831188,1877.65950862123
Luehea seemannii,58.5,0.572,32.4,80,230,13.0233917769661,2430.01234608099
Luehea seemannii,58.5,0.572,32.4,100,226,11.8759276995392,2666.23395184614
Luehea seemannii,58.5,0.572,32.4,120,220,14.3591135066269,4076.9080035597
Maquira guianensis,57.2,0.643,15.3,10,2916,5.45808123623464,170.118669595077
Maquira guianensis,57.2,0.643,15.3,20,2916,5.33791269941384,294.629593698524
Maquira guianensis,57.2,0.643,15.3,30,3178,5.62973574742973,430.160934718489
Maquira guianensis,57.2,0.643,15.3,40,3104,5.6771303857464,522.591960499258
Maquira guianensis,57.2,0.643,15.3,50,2923,5.7245209707526,610.009574139171
Maquira guianensis,57.2,0.643,15.3,60,2781,5.80286405255616,708.939830213559
Maquira guianensis,57.2,0.643,15.3,80,2354,5.44502320399692,824.199188871853
Maquira guianensis,57.2,0.643,15.3,100,1922,4.91516376197905,891.763359806339
Maquira guianensis,57.2,0.643,15.3,120,1539,4.95482776655154,1018.47859643824
Miconia affinis,46.2,0.57,8.7,10,789,7.93422697105519,338.178773835973
Miconia affinis,46.2,0.57,8.7,20,789,9.67442309483413,720.036488485257
Miconia affinis,46.2,0.57,8.7,30,757,8.95708446866485,769.506025885676
Miconia affinis,46.2,0.57,8.7,40,663,8.90459051494988,885.142251324326
Miconia affinis,46.2,0.57,8.7,50,546,7.855233531696,861.308638926364
Miconia affinis,46.2,0.57,8.7,60,466,8.10280530710678,1142.72648719261
Miconia affinis,46.2,0.57,8.7,80,303,8.03238422539969,1329.87235214636
Miconia affinis,46.2,0.57,8.7,100,202,7.94369265165239,1507.39613449695
Miconia affinis,46.2,0.57,8.7,120,124,8.37131846840887,1753.16805340454
Miconia argentea,56.5,0.697,20.2,10,782,12.4327056226264,766.454907338763
Miconia argentea,56.5,0.697,20.2,20,782,12.6982604426891,1044.91393264084
Miconia argentea,56.5,0.697,20.2,30,671,14.2437719755841,1529.75536805024
Miconia argentea,56.5,0.697,20.2,40,575,14.5565141363263,1754.66261761866
Miconia argentea,56.5,0.697,20.2,50,529,15.2625968078896,2210.6662422538
Miconia argentea,56.5,0.697,20.2,60,471,13.7782260231793,2169.13595318939
Miconia argentea,56.5,0.697,20.2,80,402,16.6540034164967,3282.68416763914
Miconia argentea,56.5,0.697,20.2,100,372,15.3411198048346,3706.22754903037
Miconia argentea,56.5,0.697,20.2,120,330,14.1382699772006,3863.32297666551
Mosannona garwoodii,67.7,0.73,13.2,10,1076,1.61221782565602,19.6268937589571
Mosannona garwoodii,67.7,0.73,13.2,20,1076,2.75860699336721,135.446074667319
Mosannona garwoodii,67.7,0.73,13.2,30,962,2.95834101487238,174.445953555964
Mosannona garwoodii,67.7,0.73,13.2,40,811,2.79934832103148,215.29134299027
Mosannona garwoodii,67.7,0.73,13.2,50,692,2.89043684751419,268.167221306696
Mosannona garwoodii,67.7,0.73,13.2,60,611,2.80764747076794,287.40220596642
Mosannona garwoodii,67.7,0.73,13.2,80,498,2.4573102870969,359.190360499356
Mosannona garwoodii,67.7,0.73,13.2,100,368,2.52748639301995,404.844845004215
Mosannona garwoodii,67.7,0.73,13.2,120,250,2.42267279682151,479.717608323364
Mouriri myrtilloides,76.2,0.788,8.6,10,22079,1.96448678105953,38.5508218253499
Mouriri myrtilloides,76.2,0.788,8.6,20,22079,2.00027382256298,83.000700474005
Mouriri myrtilloides,76.2,0.788,8.6,30,14616,2.04293669953065,115.638419951411
Mouriri myrtilloides,76.2,0.788,8.6,40,8582,2.07872072515568,146.703034017333
Mouriri myrtilloides,76.2,0.788,8.6,50,4822,2.01219207455127,177.627772118679
Mouriri myrtilloides,76.2,0.788,8.6,60,2685,2.12129428600415,206.016059298663
Mouriri myrtilloides,76.2,0.788,8.6,80,772,1.8915044018246,243.946822519956
Mouriri myrtilloides,76.2,0.788,8.6,100,230,0.463566020816122,96.7160910071507
Nectandra cissiflora,71.1,0.421,19.5,10,360,4.39338436303991,144.923352412886
Nectandra cissiflora,71.1,0.421,19.5,20,360,6.48862923283918,439.852304924386
Nectandra cissiflora,71.1,0.421,19.5,30,362,8.10038774972219,778.386170531722
Nectandra cissiflora,71.1,0.421,19.5,40,334,10.9036875993008,1571.57640567057
Nectandra cissiflora,71.1,0.421,19.5,50,285,15.3997947037736,2358.56922288996
Nectandra cissiflora,71.1,0.421,19.5,60,265,13.4283619504754,2165.41148651996
Nectandra cissiflora,71.1,0.421,19.5,80,211,16.209965359679,3061.64592950445
Nectandra cissiflora,71.1,0.421,19.5,100,182,15.6940214464583,3657.98478262126
Nectandra cissiflora,71.1,0.421,19.5,120,158,16.3073996650678,4307.67263493962
Ocotea cernua,61.7,0.61,14.4,10,501,5.00616776315789,176.932573507968
Ocotea cernua,61.7,0.61,14.4,20,501,6.74353817167624,445.961607915724
Ocotea cernua,61.7,0.61,14.4,30,405,6.99998933816054,559.515502735905
Ocotea cernua,61.7,0.61,14.4,40,331,8.15698743947637,813.328090637626
Ocotea cernua,61.7,0.61,14.4,50,291,8.92641814483512,1370.80388224317
Ocotea cernua,61.7,0.61,14.4,60,244,11.134838987458,1928.07439478218
Ocotea cernua,61.7,0.61,14.4,80,208,10.5764177960881,1915.24872210686
Ocotea cernua,61.7,0.61,14.4,100,182,13.2041269526368,3815.15383224617
Ocotea cernua,61.7,0.61,14.4,120,160,14.9719661378427,4497.09224343553
