species,lma,wsg,height,at,count,dbh.gr,ba.gr
Andira inermis,45.2,0.683,20.8,80,453,4.97259103185728,920.602492435999
Andira inermis,45.2,0.683,20.8,100,366,5.65805724367767,1218.16429496456
Andira inermis,45.2,0.683,20.8,120,300,5.98924668271918,1535.4038030567
Annona acuminata,53,0.645,8.4,10,1480,2.81890848952591,60.6894668345802
Annona acuminata,53,0.645,8.4,20,1480,3.02190006367001,138.03518351254
Annona acuminata,53,0.645,8.4,30,1183,2.88303722768178,180.931980148087
Annona acuminata,53,0.645,8.4,40,832,2.83525422777574,217.521062085147
Annona acuminata,53,0.645,8.4,50,604,2.20847290001186,190.636443714018
Annona acuminata,53,0.645,8.4,60,428,1.7681981818996,182.980367121487
Annona acuminata,53,0.645,8.4,80,186,1.56881811861959,209.985751160825
Annona acuminata,53,0.645,8.4,100,65,0.437470243173426,120.426647365602
Apeiba membranacea,24.4,0.321,28.4,10,52,11.9819573537452,752.848583963043
Apeiba membranacea,24.4,0.321,28.4,20,52,15.2085291414687,1506.23248899411
Apeiba membranacea,24.4,0.321,28.4,30,75,17.0959526431718,1946.93382208415
Apeiba membranacea,24.4,0.321,28.4,40,122,18.1998179769057,2671.17368795576
Apeiba membranacea,24.4,0.321,28.4,50,170,16.3867762873415,2409.88143546238
Apeiba membranacea,24.4,0.321,28.4,60,224,17.1883063128964,2803.66136340024
Apeiba membranacea,24.4,0.321,28.4,80,353,15.3537703176042,2956.22746223015
Apeiba membranacea,24.4,0.321,28.4,100,430,15.8114713196179,3667.99487719012
Apeiba membranacea,24.4,0.321,28.4,120,475,16.7554628482866,5070.73492310444
Aspidosperma spruceanum,92.7,0.77,38.6,10,1173,1.47895816942979,24.8755986393681
Aspidosperma spruceanum,92.7,0.77,38.6,20,1173,2.38520042856166,110.200794762211
Aspidosperma spruceanum,92.7,0.77,38.6,30,1003,3.05189727470576,190.479616974005
Aspidosperma spruceanum,92.7,0.77,38.6,40,849,3.89852790045616,440.885286245581
Aspidosperma spruceanum,92.7,0.77,38.6,50,699,4.70780415445547,592.906696588055
Aspidosperma spruceanum,92.7,0.77,38.6,60,547,5.64519157428404,851.037283469488
Aspidosperma spruceanum,92.7,0.77,38.6,80,392,13.5400658397524,2114.26346840325
Aspidosperma spruceanum,92.7,0.77,38.6,100,290,10.6882894546974,2687.57551980086
Aspidosperma spruceanum,92.7,0.77,38.6,120,216,13.6821594324503,4164.46921347935
Astronium graveolens,35.1,0.808,34.8,10,109,1.38427179209529,29.3545221251723
Astronium graveolens,35.1,0.808,34.8,20,109,9.06163567225756,493.200780502197
Astronium graveolens,35.1,0.808,34.8,30,87,9.08095315564536,760.963618985513
Astronium graveolens,35.1,0.808,34.8,40,75,9.29131598145981,1057.0564959107
Astronium graveolens,35.1,0.808,34.8,50,68,9.42829008998767,1162.23922569793
Astronium graveolens,35.1,0.808,34.8,60,65,9.71907603956261,1350.86455896822
Astronium graveolens,35.1,0.808,34.8,80,73,10.0396266352719,1625.85376524568
Astronium graveolens,35.1,0.808,34.8,100,82,12.9492898637831,3706.93389337812
Astronium graveolens,35.1,0.808,34.8,120,85,14.6935077218252,4448.37425986135
Beilschmiedia pendula,69.8,0.528,34.2,10,5385,2.96183587495834,61.4029012293604
Beilschmiedia pendula,69.8,0.528,34.2,20,5385,3.19028169770872,150.545541403124
Beilschmiedia pendula,69.8,0.528,34.2,30,4587,3.57116133704264,244.261792765262
Beilschmiedia pendula,69.8,0.528,34.2,40,3705,4.11719357934446,360.267332632938
Beilschmiedia pendula,69.8,0.528,34.2,50,2959,4.75906321381806,558.425384439915
Beilschmiedia pendula,69.8,0.528,34.2,60,2436,5.43978995412336,748.442824199113
Beilschmiedia pendula,69.8,0.528,34.2,80,1769,6.57339607329531,1278.56319775414
Beilschmiedia pendula,69.8,0.528,34.2,100,1326,7.92229296637422,1810.73522859308
Beilschmiedia pendula,69.8,0.528,34.2,120,1093,9.72687321119773,2956.61718879786
Brosimum alicastrum,48.1,0.672,37.4,10,1357,3.86277538694737,97.2679065813895
Brosimum alicastrum,48.1,0.672,37.4,20,1357,3.93317134637579,203.291397340939
Brosimum alicastrum,48.1,0.672,37.4,30,1714,4.32151409370108,296.839255372483
Brosimum alicastrum,48.1,0.672,37.4,40,1929,4.64203380748577,409.61180834845
Brosimum alicastrum,48.1,0.672,37.4,50,1968,4.84364831454243,512.774085596833
Brosimum alicastrum,48.1,0.672,37.4,60,1900,4.68832307793536,593.37297415349
Brosimum alicastrum,48.1,0.672,37.4,80,1711,5.19952978051009,785.726721556778
Brosimum alicastrum,48.1,0.672,37.4,100,1468,5.29913578130164,1015.40005966125
Brosimum alicastrum,48.1,0.672,37.4,120,1240,5.90961812217687,1369.52341121546
Calophyllum longifolium,85.6,0.541,36.4,10,3029,2.99899462725211,71.0495773350632
Calophyllum longifolium,85.6,0.541,36.4,20,3029,4.70873280480802,256.297552971589
Calophyllum longifolium,85.6,0.541,36.4,30,2164,6.35217391304348,484.043088942721
Calophyllum longifolium,85.6,0.541,36.4,40,1547,7.16037969290907,682.294714097869
Calophyllum longifolium,85.6,0.541,36.4,50,1146,7.06596761937094,822.976528762175
Calophyllum longifolium,85.6,0.541,36.4,60,917,7.68233412188799,989.529249482573
Calophyllum longifolium,85.6,0.541,36.4,80,629,9.29389108056218,1701.35023645494
Calophyllum longifolium,85.6,0.541,36.4,100,443,10.2511133268152,2520.85586774817
Calophyllum longifolium,85.6,0.541,36.4,120,328,10.4819972548963,3147.07826776007
Capparis frondosa,72.3,0.633,7.2,10,9120,1.58459869848156,29.008990029531
Capparis frondosa,72.3,0.633,7.2,20,9120,1.82119113573407,73.9458621530762
Capparis frondosa,72.3,0.633,7.2,30,8645,1.79541895683529,100.433896525091
Capparis frondosa,72.3,0.633,7.2,40,6808,1.73606880305281,126.582932128428
Capparis frondosa,72.3,0.633,7.2,50,5100,1.66239858302027,140.348869868432
Capparis frondosa,72.3,0.633,7.2,60,3664,1.77464375106722,172.112447365701
Capparis frondosa,72.3,0.633,7.2,80,1588,1.66545010472337,211.57371779804
Capparis frondosa,72.3,0.633,7.2,100,576,1.44587429177622,228.408105918541
Capparis frondosa,72.3,0.633,7.2,120,151,0.531919165113086,159.370599070292
Casearia aculeata,50.8,0.69,13.1,10,1000,2.80768934749854,65.2436639778289
Casearia aculeata,50.8,0.69,13.1,20,1000,3.43134431077881,165.016322066192
Casearia aculeata,50.8,0.69,13.1,30,888,3.63469432707428,230.51656887752
Casearia aculeata,50.8,0.69,13.1,40,777,3.87113419070718,334.262509034067
Casearia aculeata,50.8,0.69,13.1,50,667,3.91094290560348,390.96580190016
Casearia aculeata,50.8,0.69,13.1,60,582,3.55772554256598,415.755996117163
Casearia aculeata,50.8,0.69,13.1,80,415,3.54156428234918,496.481300004874
Casearia aculeata,50.8,0.69,13.1,100,301,3.21558118798973,541.550016572357
Casearia aculeata,50.8,0.69,13.1,120,229,2.96563787440473,574.410653206692
Casearia arborea,27.5,0.562,22.5,10,69,11.9754098360656,752.437191294211
Casearia arborea,27.5,0.562,22.5,20,69,12.0292055781776,1036.10035986114
Casearia arborea,27.5,0.562,22.5,30,92,10.3768683886305,952.661266540086
Casearia arborea,27.5,0.562,22.5,40,108,12.0656797483128,1329.96613989219
Casearia arborea,27.5,0.562,22.5,50,124,12.0990156035585,1619.27608277863
Casearia arborea,27.5,0.562,22.5,60,138,12.1122087993416,1846.66209296217
Casearia arborea,27.5,0.562,22.5,80,157,13.2121073466386,2266.6462855557
Casearia arborea,27.5,0.562,22.5,100,181,14.2751195919464,3424.24445236199
Casearia arborea,27.5,0.562,22.5,120,190,16.2686632543247,4222.09149079732
Casearia sylvestris,70.4,0.662,16.4,10,200,6.31178943998198,248.035747755231
Casearia sylvestris,70.4,0.662,16.4,20,200,5.62879133672186,326.507531283811
Casearia sylvestris,70.4,0.662,16.4,30,197,5.08398478361779,347.447567345376
Casearia sylvestris,70.4,0.662,16.4,40,203,4.9598123967381,427.917251461682
Casearia sylvestris,70.4,0.662,16.4,50,218,6.24543609395219,894.822770495167
Casearia sylvestris,70.4,0.662,16.4,60,217,6.54610194664435,1029.38746696944
Casearia sylvestris,70.4,0.662,16.4,80,221,7.99892339256357,1383.17869412736
Casearia sylvestris,70.4,0.662,16.4,100,234,8.623260243516,1638.68088656991
Casearia sylvestris,70.4,0.662,16.4,120,244,7.46574194916905,1571.28462187941
Cassipourea elliptica,75.4,0.66,24,10,2668,2.13828004045883,36.8875637982352
Cassipourea elliptica,75.4,0.66,24,20,2668,3.38022409412299,175.4065526023
Cassipourea elliptica,75.4,0.66,24,30,2330,4.22033939808666,319.304638669004
Cassipourea elliptica,75.4,0.66,24,40,1832,5.23503926739594,496.723803188768
Cassipourea elliptica,75.4,0.66,24,50,1519,5.76009815989948,678.750537520853
Cassipourea elliptica,75.4,0.66,24,60,1289,6.36876688146786,858.510293359007
Cassipourea elliptica,75.4,0.66,24,80,952,6.77235523631585,1189.13827054849
Cassipourea elliptica,75.4,0.66,24,100,741,7.30516474179167,1436.6802072881
Cassipourea elliptica,75.4,0.66,24,120,616,7.68212612163059,1801.67446770365
Cecropia insignis,NA,0.551,30.6,10,242,26.5326218075813,3104.94921772423
Cecropia insignis,NA,0.551,30.6,20,242,33.236045082768,5361.43187017986
Cecropia insignis,NA,0.551,30.6,30,324,37.6245505488383,7586.71533178514
Cecropia insignis,NA,0.551,30.6,40,389,40.1210050367806,8731.90353158171
Cecropia insignis,NA,0.551,30.6,50,444,34.54370842502,7652.04748395293
Cecropia insignis,NA,0.551,30.6,60,496,37.6755691430789,9523.96222330568
Cecropia insignis,NA,0.551,30.6,80,504,32.8622408086206,8595.33998831722
Cecropia insignis,NA,0.551,30.6,100,502,28.5185617920571,8585.64039142607
Cecropia insignis,NA,0.551,30.6,120,500,27.1079642002152,7975.60416536852
Celtis schippii,51.5,0.579,20.7,10,109,3.26011660358232,47.4682866818951
Celtis schippii,51.5,0.579,20.7,20,109,7.04940512799168,485.496317096878
Celtis schippii,51.5,0.579,20.7,30,190,8.91634773407767,749.76384469806
Celtis schippii,51.5,0.579,20.7,40,240,8.34960530365639,820.709282972415
Celtis schippii,51.5,0.579,20.7,50,295,8.01225628861087,937.66858608302
Celtis schippii,51.5,0.579,20.7,60,320,7.95505681896726,1088.42365209521
Celtis schippii,51.5,0.579,20.7,80,327,10.1753911910722,2056.80912950226
Celtis schippii,51.5,0.579,20.7,100,290,11.5542495685441,2561.44463221391
Celtis schippii,51.5,0.579,20.7,120,261,9.61520364618941,2809.94004035104
Cestrum megalophyllum,51.5,0.424,6.1,10,132,8.72259130699819,403.542835912888
Cestrum megalophyllum,51.5,0.424,6.1,20,132,7.17558056512764,433.643184174993
Cestrum megalophyllum,51.5,0.424,6.1,30,122,6.14151123891564,440.849036992264
Cestrum megalophyllum,51.5,0.424,6.1,40,94,5.70929206488659,493.085047058419
Cestrum megalophyllum,51.5,0.424,6.1,50,65,5.28193353864311,528.462008701529
Cestrum megalophyllum,51.5,0.424,6.1,60,51,4.93275619807023,557.36709102824
Chamguava schippii,66.9,NA,12.7,10,1070,3.43627891403819,75.7040418274465
Chamguava schippii,66.9,NA,12.7,20,1070,3.58505415002784,179.100841618395
Chamguava schippii,66.9,NA,12.7,30,883,3.76788966219647,269.914521957702
Chamguava schippii,66.9,NA,12.7,40,667,3.97530974405285,362.569408638521
Chamguava schippii,66.9,NA,12.7,50,505,4.42193323061804,532.111540431223
Chamguava schippii,66.9,NA,12.7,60,396,4.75431848410791,640.409952404393
Chamguava schippii,66.9,NA,12.7,80,263,3.95009014635125,573.18277044248
Chamguava schippii,66.9,NA,12.7,100,177,6.10599080644368,1045.64521742131
Chamguava schippii,66.9,NA,12.7,120,102,6.76994900114699,1252.91435542458
Chrysochlamys eclipes,87.9,0.507,7.6,10,933,2.55528777069354,49.4310015440632
Chrysochlamys eclipes,87.9,0.507,7.6,20,933,2.46706529238985,109.562875140426
Chrysochlamys eclipes,87.9,0.507,7.6,30,1059,2.45892741305416,145.333774783206
Chrysochlamys eclipes,87.9,0.507,7.6,40,1002,2.41308683442854,171.669907490081
Chrysochlamys eclipes,87.9,0.507,7.6,50,873,2.40123682508523,235.684889193255
Chrysochlamys eclipes,87.9,0.507,7.6,60,757,2.40851168457345,273.835371564308
Chrysochlamys eclipes,87.9,0.507,7.6,80,500,2.44087497081394,340.259415215029
Chrysochlamys eclipes,87.9,0.507,7.6,100,304,1.99693486879551,329.320190378457
Chrysochlamys eclipes,87.9,0.507,7.6,120,187,2.91233172042241,502.846759656822
Chrysophyllum argenteum,64.5,0.736,23.2,10,1696,3.36641112262431,74.0501839968097
Chrysophyllum argenteum,64.5,0.736,23.2,20,1696,4.37136850181437,241.495346600733
Chrysophyllum argenteum,64.5,0.736,23.2,30,1396,5.05222217959582,371.944521663411
Chrysophyllum argenteum,64.5,0.736,23.2,40,1106,6.15864842564629,580.74280049076
Chrysophyllum argenteum,64.5,0.736,23.2,50,859,6.21264717509487,711.276922953967
Chrysophyllum argenteum,64.5,0.736,23.2,60,698,6.40205968460236,908.426592022452
Chrysophyllum argenteum,64.5,0.736,23.2,80,508,6.98336784359443,1282.23551387646
Chrysophyllum argenteum,64.5,0.736,23.2,100,424,8.17002941038764,1791.66134739815
Chrysophyllum argenteum,64.5,0.736,23.2,120,377,7.57638675959117,1874.18562667984
Coccoloba manzinellensis,66.3,0.716,9.2,10,976,3.69813067796771,107.350765244055
Coccoloba manzinellensis,66.3,0.716,9.2,20,976,3.32693286053829,150.758377801976
Coccoloba manzinellensis,66.3,0.716,9.2,30,1015,3.29885013302291,200.946232900768
Coccoloba manzinellensis,66.3,0.716,9.2,40,890,3.32832908001991,268.235195005542
Coccoloba manzinellensis,66.3,0.716,9.2,50,715,3.82727875675415,384.355701686879
Coccoloba manzinellensis,66.3,0.716,9.2,60,579,3.51046123402655,390.045049110491
Coccoloba manzinellensis,66.3,0.716,9.2,80,363,3.43091379623045,489.384650460944
Coccoloba manzinellensis,66.3,0.716,9.2,100,231,3.14465834696047,537.69731553157
Coccoloba manzinellensis,66.3,0.716,9.2,120,163,2.87239929400416,574.46516788797
Cordia alliodora,30.5,0.455,31.6,10,95,20.8293889979193,1983.96161267983
Cordia alliodora,30.5,0.455,31.6,20,95,19.8702208666416,2214.90056487597
Cordia alliodora,30.5,0.455,31.6,30,94,17.256900757675,2037.15166816681
Cordia alliodora,30.5,0.455,31.6,40,87,18.8685942891982,2512.51763504635
Cordia alliodora,30.5,0.455,31.6,50,87,20.6499217171679,3490.5470094592
Cordia alliodora,30.5,0.455,31.6,60,91,22.2717651557157,4468.9532236252
Cordia alliodora,30.5,0.455,31.6,80,89,23.1240796273405,5397.25406992073
Cordia alliodora,30.5,0.455,31.6,100,93,25.9562989587194,6658.97350081311
Cordia alliodora,30.5,0.455,31.6,120,108,24.9058020777121,7203.47620413081
Cordia bicolor,41.8,0.373,24.8,10,775,12.8839585666293,839.880103828119
Cordia bicolor,41.8,0.373,24.8,20,775,16.9012039725996,1733.77422507847
Cordia bicolor,41.8,0.373,24.8,30,919,19.0475835664309,2450.67908350002
Cordia bicolor,41.8,0.373,24.8,40,910,19.7882022769436,2801.274427801
Cordia bicolor,41.8,0.373,24.8,50,893,21.1121305137309,3479.95567554372
Cordia bicolor,41.8,0.373,24.8,60,901,21.6514681097603,4071.88325192492
Cordia bicolor,41.8,0.373,24.8,80,899,21.618611933102,4763.43859149136
Cordia bicolor,41.8,0.373,24.8,100,928,20.1838505396332,4882.01908093265
Cordia bicolor,41.8,0.373,24.8,120,955,21.0281045860427,5893.42790555385
Cordia lasiocalyx,60.5,NA,13.9,10,1789,6.122850350593,199.015458926167
Cordia lasiocalyx,60.5,NA,13.9,20,1789,6.14406929153436,347.645140664865
Cordia lasiocalyx,60.5,NA,13.9,30,1977,6.14917128007857,452.72244710611
Cordia lasiocalyx,60.5,NA,13.9,40,2048,6.00082146768894,531.536054843956
Cordia lasiocalyx,60.5,NA,13.9,50,2219,5.71992539661171,601.688275525601
Cordia lasiocalyx,60.5,NA,13.9,60,2386,5.35649329667274,637.80110162735
Cordia lasiocalyx,60.5,NA,13.9,80,2423,4.92324450482781,719.11813088299
Cordia lasiocalyx,60.5,NA,13.9,100,2226,4.39292535208277,760.443825387782
Cordia lasiocalyx,60.5,NA,13.9,120,1966,4.03422863931817,812.345024052442
Coussarea curvigemmia,45.3,0.622,12.9,10,5077,3.17243561650819,71.1337463407851
Coussarea curvigemmia,45.3,0.622,12.9,20,5077,3.33059527335823,153.941474546378
Coussarea curvigemmia,45.3,0.622,12.9,30,4803,3.47054706911315,224.726240605873
Coussarea curvigemmia,45.3,0.622,12.9,40,4120,3.54405518066818,290.204963212289
Coussarea curvigemmia,45.3,0.622,12.9,50,3505,3.56192434865592,352.95002810685
Coussarea curvigemmia,45.3,0.622,12.9,60,2927,3.5774493279973,417.868623844823
Coussarea curvigemmia,45.3,0.622,12.9,80,2096,3.78959513210109,526.907065421879
Coussarea curvigemmia,45.3,0.622,12.9,100,1496,3.82310886213495,611.743576695702
Coussarea curvigemmia,45.3,0.622,12.9,120,1011,3.81469587112012,817.293173094063
Croton billbergianus,35,0.478,20.5,10,497,16.9663197182693,1420.79611952825
Croton billbergianus,35,0.478,20.5,20,497,18.9436188811189,1919.29856857583
Croton billbergianus,35,0.478,20.5,30,526,19.3707452929773,2467.24723168239
Croton billbergianus,35,0.478,20.5,40,533,19.2025254296374,2676.76047544034
Croton billbergianus,35,0.478,20.5,50,516,21.4529296120723,3921.66104576401
Croton billbergianus,35,0.478,20.5,60,505,21.4825121753053,3949.6322809161
Croton billbergianus,35,0.478,20.5,80,455,21.0016859982504,4786.28395297897
Croton billbergianus,35,0.478,20.5,100,393,19.8930732834813,4928.87938334853
Croton billbergianus,35,0.478,20.5,120,326,19.8946895457729,5506.35132511696
Cupania seemannii,54.8,0.665,13,10,3029,2.40438093755348,47.44211893841
Cupania seemannii,54.8,0.665,13,20,3029,3.89196197036458,204.773890703194
Cupania seemannii,54.8,0.665,13,30,2460,4.44866451884073,320.355573666776
Cupania seemannii,54.8,0.665,13,40,1896,4.88102040022313,434.424820244061
Cupania seemannii,54.8,0.665,13,50,1516,5.06264861334564,557.45539425648
Cupania seemannii,54.8,0.665,13,60,1264,5.34433434074683,646.103784192993
Cupania seemannii,54.8,0.665,13,80,918,5.33671735081071,827.246943339444
Cupania seemannii,54.8,0.665,13,100,695,5.40506009878169,1019.87523549204
Cupania seemannii,54.8,0.665,13,120,534,5.33523672940429,1188.42090857403
Dendropanax arboreus,65.5,0.411,24.5,40,54,5.03410357969982,560.035000134776
Dendropanax arboreus,65.5,0.411,24.5,50,76,5.25388802634573,634.03199825816
Dendropanax arboreus,65.5,0.411,24.5,60,92,7.29871001190564,886.509379960261
Dendropanax arboreus,65.5,0.411,24.5,80,124,7.0459457030051,1123.76111702913
Dendropanax arboreus,65.5,0.411,24.5,100,160,8.2457812258149,1934.75833235958
Dendropanax arboreus,65.5,0.411,24.5,120,179,8.48750989384893,2265.60952199169
Desmopsis panamensis,57.2,0.536,10.9,10,33999,1.99276599543227,37.1864213753042
Desmopsis panamensis,57.2,0.536,10.9,20,33999,2.44484395986706,110.388357831963
Desmopsis panamensis,57.2,0.536,10.9,30,28342,2.62932437260341,159.560940992316
Desmopsis panamensis,57.2,0.536,10.9,40,20697,2.66364434097065,200.590986194176
Desmopsis panamensis,57.2,0.536,10.9,50,15053,2.64862447251909,239.545419660803
Desmopsis panamensis,57.2,0.536,10.9,60,11056,2.59130993220007,281.171921908065
Desmopsis panamensis,57.2,0.536,10.9,80,6129,2.55947789168776,347.25409431494
Desmopsis panamensis,57.2,0.536,10.9,100,3247,2.61842414397241,444.396153606412
Desmopsis panamensis,57.2,0.536,10.9,120,1538,2.58781371267589,509.944770107993
Drypetes standleyi,80.1,0.618,28.7,10,4647,2.16667256091603,41.2974094132485
Drypetes standleyi,80.1,0.618,28.7,20,4647,2.735724191679,124.969036617242
Drypetes standleyi,80.1,0.618,28.7,30,4767,3.24952815910831,210.861470919985
Drypetes standleyi,80.1,0.618,28.7,40,4327,3.80871392501198,354.109676042744
Drypetes standleyi,80.1,0.618,28.7,50,4019,4.41681062884001,527.516873338495
Drypetes standleyi,80.1,0.618,28.7,60,3624,4.94487138436521,712.600404352247
Drypetes standleyi,80.1,0.618,28.7,80,2871,6.05547110308275,1055.21648165663
Drypetes standleyi,80.1,0.618,28.7,100,2423,6.89161938434629,1459.97817804196
Drypetes standleyi,80.1,0.618,28.7,120,1978,7.65954445995765,2053.93136245557
Erythroxylum macrophyllum,90.4,0.643,12.9,10,625,4.02708202494945,102.89057897152
Erythroxylum macrophyllum,90.4,0.643,12.9,20,625,3.86812192344838,191.055138522935
Erythroxylum macrophyllum,90.4,0.643,12.9,30,488,6.05550066806849,527.338056011818
Erythroxylum macrophyllum,90.4,0.643,12.9,40,343,6.67317309075256,653.036875671268
Erythroxylum macrophyllum,90.4,0.643,12.9,50,253,7.87916947732745,832.269647375004
Erythroxylum macrophyllum,90.4,0.643,12.9,60,210,10.1321248187559,1020.84395536474
Erythroxylum macrophyllum,90.4,0.643,12.9,80,162,7.32676903687196,1240.97102683044
Erythroxylum macrophyllum,90.4,0.643,12.9,100,112,7.34526269812682,1458.05125558503
Erythroxylum macrophyllum,90.4,0.643,12.9,120,82,6.88964752149613,1527.54642580245
Erythroxylum panamense,45.8,0.703,7.6,10,333,2.6159755081571,64.2202749111364
Erythroxylum panamense,45.8,0.703,7.6,20,333,2.64849475994428,121.040817103368
Erythroxylum panamense,45.8,0.703,7.6,30,267,2.42324124322068,143.427330578254
Erythroxylum panamense,45.8,0.703,7.6,40,178,2.20897953069399,160.245886906198
Erythroxylum panamense,45.8,0.703,7.6,50,123,2.04278523489933,176.483974887589
Erythroxylum panamense,45.8,0.703,7.6,60,78,1.80392739895576,183.831067078578
Eugenia coloradoensis,84.8,0.693,21.9,10,1559,1.77723098744104,19.5626486075367
Eugenia coloradoensis,84.8,0.693,21.9,20,1559,4.17113615921422,215.079961859657
Eugenia coloradoensis,84.8,0.693,21.9,30,1421,5.85847160776865,467.445693842105
Eugenia coloradoensis,84.8,0.693,21.9,40,1191,6.85198024402176,687.078168630966
Eugenia coloradoensis,84.8,0.693,21.9,50,992,7.38091335555689,849.694145170124
Eugenia coloradoensis,84.8,0.693,21.9,60,882,8.21116675671663,1122.64414279358
Eugenia coloradoensis,84.8,0.693,21.9,80,719,8.87239587755515,1634.41616905333
Eugenia coloradoensis,84.8,0.693,21.9,100,610,9.57777675137139,2068.09955244089
Eugenia coloradoensis,84.8,0.693,21.9,120,513,9.57435758740002,2310.8340419459
Eugenia galalonensis,63.8,0.636,16.1,10,5033,2.34815056303532,48.1050887391142
Eugenia galalonensis,63.8,0.636,16.1,20,5033,2.86111458764479,133.844145855431
Eugenia galalonensis,63.8,0.636,16.1,30,3338,3.24126968986035,220.153654824584
Eugenia galalonensis,63.8,0.636,16.1,40,2040,3.68941376410066,303.687152562154
Eugenia galalonensis,63.8,0.636,16.1,50,1286,4.13922410835256,463.729974283805
Eugenia galalonensis,63.8,0.636,16.1,60,888,4.65674347247505,687.771501531076
Eugenia galalonensis,63.8,0.636,16.1,80,450,6.21058552016157,954.433059791454
Eugenia galalonensis,63.8,0.636,16.1,100,268,10.4203145771777,3336.09261908238
Eugenia galalonensis,63.8,0.636,16.1,120,171,11.6276429793055,3816.31508202828
Eugenia nesiotica,53.9,0.732,21.1,10,1384,1.97340444388787,40.6914148185976
Eugenia nesiotica,53.9,0.732,21.1,20,1384,2.8989707462562,119.693382324526
Eugenia nesiotica,53.9,0.732,21.1,30,1045,2.80649580197136,178.944361665898
Eugenia nesiotica,53.9,0.732,21.1,40,758,4.18683893311966,418.454512794258
Eugenia nesiotica,53.9,0.732,21.1,50,547,4.84015239506209,527.920874315205
Eugenia nesiotica,53.9,0.732,21.1,60,451,5.14833934417044,722.3100764579
Eugenia nesiotica,53.9,0.732,21.1,80,329,5.86825527171855,1002.98078226942
Eugenia nesiotica,53.9,0.732,21.1,100,290,6.46701317058587,1461.89625846275
Eugenia nesiotica,53.9,0.732,21.1,120,243,7.15498288882901,1785.92521734625
Eugenia oerstediana,54.4,0.656,16.7,10,4472,4.13045234248788,104.396818852718
Eugenia oerstediana,54.4,0.656,16.7,20,4472,4.88553295897565,266.322076987097
